,Max,Avg,Min,Max.1,Avg.1,Min.1,Max.2,Avg.2,Min.2,Max.3,Avg.3,Min.3,Max.4,Avg.4,Min.4,Total,MOTOR OIL
2019-11-11,72,62.6,52,61,55.9,50,100,79.6,60,8,8,8,29.7,29.7,29.7,0.0,11769417.0
2019-11-12,73,67.1,61,63,59.9,57,94,78.6,57,8,8,8,29.7,29.6,29.5,0.0,11605052.0
2019-11-13,66,60.5,55,63,56.3,52,100,86.6,77,23,23,23,29.6,29.6,29.5,0.0,11068139.0
2019-11-14,72,61.4,54,55,52.4,48,88,74.1,43,12,12,12,29.6,29.5,29.5,0.0,10543442.0
2019-11-15,72,60.8,52,55,51.4,46,100,74.5,41,6,6,6,29.8,29.7,29.6,0.0,11429060.0
2019-11-16,70,58.9,48,57,52.2,46,100,79.7,53,15,15,15,29.8,29.8,29.8,0.0,11483850.0
2019-11-17,68,60.3,52,61,54.1,48,94,80.6,68,9,9,9,29.8,29.7,29.7,0.0,11013796.0
2019-11-18,72,63.4,57,59,56.1,54,100,79.6,53,8,8,8,29.8,29.8,29.7,0.0,10950523.0
2019-11-19,68,60.7,54,61,54.8,50,88,81.1,60,6,6,6,29.9,29.8,29.8,0.0,10201721.0
2019-11-20,70,61.4,52,57,55.1,50,100,80.4,64,13,13,13,29.8,29.8,29.7,0.0,9776517.0
2019-11-21,72,63.7,55,59,56.6,54,100,79.6,60,16,16,16,29.7,29.6,29.6,0.0,9550109.0
2019-11-22,68,61.1,54,57,51.1,46,94,71.2,46,10,10,10,29.7,29.6,29.6,0.0,9640873.0
2019-11-23,66,57.8,48,54,49.2,46,94,74.2,52,6,6,6,29.8,29.7,29.7,0.0,9519606.0
2019-11-24,66,58.8,50,55,52.5,48,100,80.7,64,14,14,14,29.8,29.7,29.6,0.0,10507534.0
2019-11-25,66,59.9,52,59,52.7,46,94,77.4,49,20,20,20,29.5,29.4,29.3,0.0,9312741.0
2019-11-26,64,57.7,52,55,51.8,48,94,80.7,68,14,14,14,29.5,29.4,29.4,0.0,9493297.0
2019-11-27,66,57.0,48,54,48.4,43,93,73.5,56,9,9,9,29.6,29.6,29.5,0.0,10107412.0
2019-11-28,70,60.9,52,55,51.0,48,88,71.0,49,14,14,14,29.7,29.6,29.6,0.0,10344108.0
2019-11-29,70,65.7,63,55,50.7,45,73,58.5,46,17,17,17,29.6,29.6,29.5,0.0,10116257.0
2019-11-30,70,64.3,61,52,48.5,45,72,57.1,43,18,18,18,29.7,29.6,29.6,0.0,10370827.0
2019-12-01,59,55.1,50,50,39.5,32,77,56.6,36,16,16,16,30.0,29.8,29.7,0.0,10111111.0
2019-12-02,57,51.0,45,46,40.4,36,87,67.5,51,12,12,12,30.0,29.9,29.8,0.0,10603434.0
2019-12-03,68,53.4,41,52,46.2,39,93,78.0,52,13,13,13,29.8,29.8,29.7,0.0,12765458.0
2019-12-04,55,52.3,50,52,45.4,41,88,78.1,67,25,25,25,29.9,29.8,29.7,0.0,11143758.0
2019-12-05,55,52.3,50,43,38.9,36,71,61.2,51,26,26,26,30.0,30.0,30.0,0.0,13063445.0
2019-12-06,57,50.8,45,45,38.8,34,93,63.6,50,13,13,13,30.0,30.0,29.9,0.0,12321869.0
2019-12-07,64,54.6,46,54,48.0,43,94,79.1,63,8,8,8,29.9,29.8,29.7,0.0,11678337.0
2019-12-08,64,53.5,43,48,43.6,41,100,72.3,42,13,13,13,29.8,29.7,29.7,0.0,11845470.0
2019-12-09,63,51.0,39,48,43.7,37,100,78.3,55,10,10,10,29.8,29.6,29.6,0.0,11824377.0
2019-12-10,59,54.2,48,55,51.7,46,100,91.1,82,15,15,15,29.6,29.5,29.4,0.0,11341048.0
2019-12-11,63,55.8,50,54,49.2,46,100,81.0,55,13,13,13,29.4,29.4,29.4,0.0,9402049.0
2019-12-12,55,51.4,46,50,46.8,45,100,84.8,72,9,9,9,29.4,29.4,29.4,0.0,10207829.0
2019-12-13,61,51.7,43,52,45.7,43,100,81.5,59,13,13,13,29.4,29.3,29.3,0.0,10383901.0
2019-12-14,61,55.7,50,54,47.9,43,88,75.1,63,23,23,23,29.3,29.1,29.0,0.0,9218410.0
2019-12-15,64,57.0,50,54,49.6,46,94,77.5,64,12,12,12,29.9,29.7,29.4,0.0,9643853.0
2019-12-16,66,54.5,43,54,48.8,41,100,81.4,60,12,12,12,30.0,29.9,29.9,0.0,9994842.0
2019-12-17,68,54.4,43,55,48.9,43,100,82.7,56,7,7,7,30.0,29.9,29.9,0.0,10061010.0
2019-12-18,64,52.5,41,54,47.5,41,100,84.4,59,9,9,9,30.1,30.0,30.0,0.0,9569390.0
2019-12-19,64,55.3,45,55,50.2,45,100,84.0,64,9,9,9,30.1,30.0,30.0,0.0,9520865.0
2019-12-20,66,59.8,55,55,53.4,52,88,78.7,64,16,16,16,30.0,29.9,29.8,0.0,9303241.0
2019-12-21,66,59.4,54,52,50.1,45,88,72.2,52,15,15,15,29.8,29.7,29.6,0.0,9728055.0
2019-12-22,66,62.4,55,57,51.6,45,88,68.1,52,32,32,32,29.6,29.4,29.2,0.0,9803093.0
2019-12-23,63,57.8,54,50,45.7,43,77,63.9,55,17,17,17,29.2,29.1,29.1,0.0,10089339.0
2019-12-24,57,53.5,46,45,37.6,32,82,55.3,38,14,14,14,29.5,29.3,29.1,0.0,10311126.0
2019-12-25,55,51.2,43,37,31.7,28,81,48.6,38,21,21,21,29.5,29.4,29.4,0.0,10862825.0
2019-12-26,55,50.1,45,39,36.8,34,76,61.3,47,21,21,21,29.7,29.6,29.5,0.0,10824782.0
2019-12-27,54,48.0,39,39,35.3,30,87,62.5,41,13,13,13,29.8,29.7,29.7,0.0,11029628.0
2019-12-28,52,47.2,43,36,31.1,28,76,54.5,41,18,18,18,29.7,29.7,29.6,0.0,10339346.0
2019-12-29,48,43.5,39,37,35.8,32,93,75.0,57,32,32,32,29.7,29.7,29.6,0.0,10741468.0
2019-12-30,46,43.9,39,41,37.1,34,93,78.2,62,38,38,38,29.8,29.7,29.6,0.0,10533838.0
2019-12-31,48,43.8,41,39,36.6,30,87,76.9,53,26,26,26,30.0,29.9,29.8,0.0,10643989.0
