,Max,Avg,Min,Max.1,Avg.1,Min.1,Max.2,Avg.2,Min.2,Max.3,Avg.3,Min.3,Max.4,Avg.4,Min.4,Total,MEGALOPOLIS (PPC)
2017-04-23,68,53.1,37,46,39.8,32,93,66.2,26,12,12,12,30.1,30.1,30.0,0.0,
2017-04-24,70,56.4,45,46,43.1,39,93,64.6,35,10,10,10,30.1,30.1,30.1,0.0,
2017-04-25,70,57.6,46,52,46.7,43,94,70.0,38,12,12,12,30.1,30.1,30.1,0.0,
2017-04-26,72,58.0,43,52,43.9,36,93,65.7,27,13,13,13,30.1,30.1,30.0,0.0,
2017-04-27,75,59.8,43,48,42.2,34,93,58.6,23,9,9,9,30.1,30.0,30.0,0.0,
2017-04-28,75,60.3,43,52,44.1,39,93,60.5,29,10,10,10,30.9,30.0,29.9,0.0,6679.0
2017-04-29,75,62.5,48,50,44.6,34,88,56.9,23,12,12,12,29.9,29.9,29.8,0.0,
2017-04-30,70,62.9,52,59,51.0,39,88,65.8,46,9,9,9,29.8,29.7,29.7,0.0,
2017-05-01,75,64.5,52,55,52.2,48,94,67.1,41,12,12,12,29.9,29.8,29.7,0.0,5.0
2017-05-02,73,64.3,52,59,54.2,48,94,71.7,53,9,9,9,29.9,29.9,29.9,0.0,
2017-05-03,75,65.0,54,59,54.8,50,94,71.4,47,13,13,13,30.0,29.9,29.9,0.0,
2017-05-04,79,66.0,52,59,51.1,43,88,62.0,31,18,18,18,30.0,29.9,29.9,0.0,26.0
2017-05-05,82,68.1,54,52,46.7,43,77,50.4,26,17,17,17,30.0,30.0,29.9,0.0,13730.0
2017-05-06,81,67.0,54,59,50.6,41,82,58.6,24,16,16,16,30.0,29.9,29.9,0.0,2599.0
2017-05-07,77,66.4,54,57,51.7,41,88,62.1,28,17,17,17,29.9,29.8,29.8,0.0,72834.0
2017-05-08,84,68.8,57,55,45.7,30,94,53.0,15,14,14,14,29.9,29.7,29.6,0.0,11413061.0
2017-05-09,77,64.7,52,54,48.0,41,88,58.3,28,15,15,15,29.8,29.7,29.6,0.0,11880709.0
2017-05-10,79,66.4,52,55,49.5,39,94,59.3,24,15,15,15,29.9,29.9,29.8,0.0,13009424.0
2017-05-11,77,64.1,50,57,51.3,41,94,67.0,28,12,12,12,30.0,30.0,29.6,0.0,11129302.0
2017-05-12,79,67.2,55,54,49.1,37,94,57.0,24,13,13,13,30.0,30.0,29.9,0.0,9828686.0
2017-05-13,84,70.5,57,59,53.4,45,83,57.2,26,14,14,14,30.0,29.9,29.9,0.0,15190.0
2017-05-14,90,75.3,63,59,50.9,37,88,48.3,17,18,18,18,30.0,29.9,29.9,0.0,169858.0
2017-05-15,84,71.5,55,54,48.6,43,72,46.5,25,13,13,13,30.1,30.0,29.9,0.0,10741850.0
2017-05-16,73,65.4,59,59,55.2,54,94,71.1,50,12,12,12,30.1,30.0,30.0,0.0,8802924.0
2017-05-17,68,62.3,57,57,52.2,45,94,72.1,46,9,9,9,30.0,29.9,29.9,0.0,7916.0
2017-05-18,72,63.2,54,50,46.7,45,72,56.1,43,14,14,14,29.9,29.9,29.8,0.0,4594.0
2017-05-19,77,65.5,52,54,46.7,37,82,54.0,24,14,14,14,30.0,29.9,29.9,0.0,4.0
2017-05-20,81,67.8,55,57,53.4,43,88,63.7,29,16,16,16,30.0,30.0,29.9,0.0,2.0
2017-05-21,77,65.5,55,59,52.4,46,94,66.0,34,20,20,20,29.9,29.8,29.7,0.0,2.0
2017-05-22,75,66.6,55,54,48.1,39,77,53.4,29,15,15,15,29.9,29.8,29.8,0.0,15247.0
2017-05-23,77,65.8,52,57,52.3,46,88,64.4,36,10,10,10,30.0,30.0,29.9,0.0,548592.0
2017-05-24,79,67.8,55,59,54.3,48,94,64.7,38,14,14,14,30.0,30.0,29.9,0.0,21258.0
2017-05-25,77,67.3,55,59,55.6,52,94,68.6,41,12,12,12,30.0,29.9,29.9,0.0,553570.0
2017-05-26,77,65.9,59,61,55.1,46,94,71.4,34,12,12,12,29.9,29.9,29.8,0.0,35.0
2017-05-27,75,64.8,52,57,52.7,48,94,67.3,43,10,10,10,29.9,29.9,29.8,0.0,
2017-05-28,73,64.6,59,61,56.1,52,94,75.1,53,10,10,10,30.0,29.9,29.9,0.0,
2017-05-29,75,66.2,57,57,53.3,46,94,64.6,36,12,12,12,30.0,29.9,29.9,0.0,
2017-05-30,77,65.7,52,59,54.1,50,94,69.2,41,16,16,16,30.1,30.0,30.0,0.0,
2017-05-31,82,69.7,55,57,54.5,50,94,62.2,32,13,13,13,30.1,30.1,30.0,0.0,
2017-06-01,81,71.5,59,61,56.6,52,94,62.4,39,12,12,12,30.1,30.0,30.0,0.0,38.0
2017-06-02,86,73.3,61,63,54.5,45,88,56.1,23,14,14,14,30.0,30.0,29.9,0.0,
2017-06-03,90,74.9,63,59,51.8,43,77,48.5,22,12,12,12,29.9,29.9,29.8,0.0,
2017-06-04,79,70.9,59,64,58.0,52,88,65.5,39,13,13,13,29.9,29.9,29.8,0.0,15.0
2017-06-05,79,70.9,59,63,59.5,57,94,69.1,47,16,16,16,29.9,29.9,29.8,0.0,
2017-06-06,82,72.3,61,64,60.7,57,94,68.8,48,109,109,109,29.9,29.8,29.8,0.0,
2017-06-07,90,74.2,61,63,57.0,50,94,59.8,29,10,10,10,29.9,29.8,29.8,0.0,
2017-06-08,86,73.7,64,63,58.6,54,88,61.9,35,15,15,15,29.9,29.9,29.8,0.0,11.0
2017-06-09,86,73.0,59,63,58.2,46,88,63.4,25,20,20,20,29.9,29.9,29.9,0.0,
2017-06-10,82,73.0,61,63,60.0,54,94,66.3,42,12,12,12,30.0,29.9,29.9,0.0,7.0
2017-06-11,82,72.3,63,63,58.5,54,83,63.4,37,13,13,13,29.9,29.9,29.8,0.0,
2017-06-12,82,71.7,59,59,53.5,48,83,55.2,30,13,13,13,29.9,29.9,29.9,0.0,6.0
2017-06-13,84,72.0,57,64,56.4,50,88,61.1,32,13,13,13,29.9,29.9,29.8,0.0,
2017-06-14,90,76.7,64,64,58.4,50,83,56.5,27,13,13,13,29.9,29.9,29.8,0.0,8.0
2017-06-15,88,77.0,64,64,58.8,52,73,54.4,35,9,9,9,29.9,29.9,29.9,0.0,
2017-06-16,84,74.7,63,66,62.3,57,88,66.6,48,12,12,12,29.9,29.9,29.9,0.0,
2017-06-17,86,75.5,64,68,63.6,59,94,68.2,43,15,15,15,29.9,29.8,29.7,0.0,
2017-06-18,81,73.1,66,66,61.7,52,88,69.2,39,13,13,13,29.8,29.8,29.7,0.0,
2017-06-19,81,69.1,57,63,55.9,45,88,64.7,28,13,13,13,30.0,29.9,29.9,0.0,
2017-06-20,84,71.1,57,61,55.4,48,94,62.1,30,12,12,12,30.0,30.0,29.9,0.0,86992.0
2017-06-21,86,74.7,59,63,56.4,52,88,55.9,31,12,12,12,30.0,29.9,29.9,0.0,12682798.0
2017-06-22,84,75.0,63,63,58.4,52,83,58.9,33,13,13,13,30.0,29.9,29.9,0.0,14397416.0
2017-06-23,90,76.4,63,66,59.9,54,83,60.0,29,12,12,12,30.0,29.9,29.9,0.0,13374592.0
2017-06-24,93,79.8,66,64,59.5,52,78,53.4,24,12,12,12,29.9,29.9,29.9,0.0,11180454.0
2017-06-25,91,80.0,68,64,60.0,54,78,53.3,28,13,13,13,29.9,29.9,29.8,0.0,44499.0
2017-06-26,93,81.0,68,66,60.5,54,83,52.8,28,10,10,10,29.9,29.8,29.8,0.0,13822400.0
2017-06-27,90,77.2,64,68,61.5,57,83,60.7,35,13,13,13,29.9,29.8,29.8,0.0,18531028.0
2017-06-28,95,81.0,66,66,59.3,39,83,52.3,16,10,10,10,29.9,29.8,29.8,0.0,19892004.0
2017-06-29,95,79.4,64,68,59.4,54,88,54.5,28,9,9,9,29.9,29.8,29.8,0.0,19364910.0
2017-06-30,109,89.3,66,61,48.5,37,65,31.0,9,12,12,12,29.9,29.9,29.8,0.0,20258036.0
2017-07-01,100,88.8,79,64,51.7,41,45,29.2,16,12,12,12,29.8,29.8,29.7,0.0,18822758.0
2017-07-02,108,89.7,73,68,49.6,41,69,29.5,10,20,20,20,29.7,29.7,29.6,0.0,14175253.0
2017-07-03,88,80.1,73,68,56.5,48,69,46.4,25,21,21,21,29.8,29.7,29.7,0.0,12792623.0
2017-07-04,86,76.4,64,64,59.1,55,78,55.9,39,17,17,17,30.0,29.9,29.8,0.0,13550606.0
2017-07-05,88,76.3,64,66,59.4,50,88,59.7,27,13,13,13,30.0,29.9,29.9,0.0,12148614.0
2017-07-06,88,76.1,59,64,57.7,50,83,55.9,27,12,12,12,29.9,29.9,29.9,0.0,13183414.0
2017-07-07,93,77.9,61,64,57.7,46,88,54.7,20,13,13,13,29.9,29.9,29.9,0.0,12633439.0
2017-07-08,88,75.5,63,66,61.2,52,88,64.5,29,16,16,16,29.9,29.9,29.9,0.0,14730873.0
2017-07-09,90,78.3,64,68,61.8,54,88,60.5,29,12,12,12,29.9,29.9,29.9,0.0,19049693.0
2017-07-10,93,81.7,70,68,60.0,54,78,50.1,28,14,14,14,29.9,29.9,29.9,0.0,21470758.0
2017-07-11,90,79.7,68,70,62.7,57,78,58.0,35,13,13,13,29.9,29.9,29.9,0.0,19577008.0
2017-07-12,97,83.1,68,70,57.8,45,88,46.5,20,14,14,14,29.9,29.8,29.8,0.0,22038236.0
2017-07-13,93,80.8,66,72,58.7,50,83,49.1,23,12,12,12,29.8,29.7,29.6,0.0,23921652.0
2017-07-14,97,81.4,66,66,59.0,54,73,49.7,25,13,13,13,29.7,29.7,29.6,0.0,22477379.0
2017-07-15,90,78.5,68,72,65.9,59,88,66.4,36,18,18,18,29.7,29.7,29.7,0.0,19862699.0
2017-07-16,86,75.9,70,72,67.2,63,88,75.2,55,15,15,15,29.7,29.7,29.7,0.0,17513074.0
2017-07-17,79,69.5,63,66,62.4,57,94,79.2,50,26,26,26,29.8,29.8,29.7,0.0,13247153.0
2017-07-18,82,73.5,63,64,60.2,55,88,65.5,39,10,10,10,30.0,29.9,29.8,0.0,12103824.0
2017-07-19,86,75.5,63,64,57.8,48,83,57.1,27,13,13,13,30.0,30.0,29.9,0.0,13731914.0
2017-07-20,88,77.2,63,66,58.4,50,88,55.0,27,13,13,13,29.9,29.8,29.8,0.0,12440666.0
2017-07-21,90,78.3,64,68,59.9,52,78,56.1,29,12,12,12,29.9,29.8,29.8,0.0,12229735.0
2017-07-22,97,80.6,66,68,59.6,50,78,53.4,22,13,13,13,29.9,29.9,29.9,0.0,13361798.0
2017-07-23,88,77.5,64,70,64.1,59,88,65.5,38,10,10,10,29.9,29.9,29.9,0.0,11708811.0
2017-07-24,90,78.6,66,68,60.7,54,83,57.0,31,10,10,10,29.9,29.8,29.7,0.0,19043743.0
2017-07-25,93,81.0,68,72,63.1,57,89,58.0,30,12,12,12,29.7,29.7,29.6,0.0,16354971.0
2017-07-26,90,77.8,64,68,63.9,57,88,64.7,38,13,13,13,29.9,29.6,29.6,0.0,14554052.0
2017-07-27,84,77.7,72,61,59.1,57,69,53.5,42,18,18,18,29.8,29.7,29.7,0.0,10903285.0
2017-07-28,90,76.4,63,61,57.3,50,88,56.3,29,20,20,20,29.9,29.8,29.8,0.0,11055628.0
2017-07-29,90,78.1,64,63,57.5,52,77,52.1,27,10,10,10,30.0,29.9,29.9,0.0,9666948.0
2017-07-30,91,80.7,68,64,58.0,52,73,48.8,26,12,12,12,30.0,29.9,29.9,0.0,14858.0
2017-07-31,95,79.5,66,70,62.5,54,88,59.0,25,12,12,12,29.9,29.9,29.8,0.0,
2017-08-01,90,77.3,64,70,63.0,54,88,63.9,29,15,15,15,30.0,29.9,29.9,0.0,
2017-08-02,88,76.8,63,68,63.5,55,94,66.4,35,14,14,14,30.0,29.9,29.9,0.0,22455.0
2017-08-03,91,78.8,66,68,60.6,54,88,56.7,29,12,12,12,29.9,29.9,29.8,0.0,12316953.0
2017-08-04,100,80.2,63,68,59.6,52,78,53.7,21,14,14,14,29.9,29.8,29.8,0.0,23466495.0
2017-08-05,100,84.4,68,68,55.4,48,78,40.1,18,15,15,15,29.8,29.8,29.7,0.0,22446431.0
2017-08-06,99,83.3,73,66,57.9,52,69,43.5,21,14,14,14,29.8,29.8,29.8,0.0,20507432.0
2017-08-07,97,83.0,72,73,64.0,57,79,54.9,28,13,13,13,29.8,29.8,29.7,0.0,23657033.0
2017-08-08,100,83.7,70,70,63.5,57,83,53.4,24,15,15,15,29.9,29.8,29.8,0.0,19135649.0
2017-08-09,95,83.9,75,77,67.7,57,89,60.0,28,16,16,16,29.9,29.9,29.8,0.0,16338801.0
2017-08-10,90,81.5,72,75,71.8,57,94,74.7,45,12,12,12,29.9,29.8,29.8,0.0,13049941.0
2017-08-11,97,83.1,70,84,67.5,59,89,60.6,0,12,12,12,29.9,29.8,29.8,0.0,13853838.0
2017-08-12,93,82.7,70,73,66.6,59,83,59.7,34,17,17,17,29.8,29.8,29.7,0.0,13389901.0
2017-08-13,88,79.8,70,63,58.1,52,73,49.1,29,21,21,21,29.8,29.7,29.7,0.0,12609693.0
2017-08-14,90,79.4,66,64,58.4,54,73,50.3,31,17,17,17,29.9,29.9,29.8,0.0,11618056.0
2017-08-15,90,80.2,70,64,60.8,57,73,53.0,33,13,13,13,29.9,29.9,29.9,0.0,12687691.0
2017-08-16,95,79.7,66,68,60.7,52,83,55.6,23,10,10,10,29.9,29.8,29.8,0.0,12635914.0
2017-08-17,97,79.4,66,68,58.0,45,83,53.7,17,17,17,17,29.9,29.8,29.8,0.0,3081071.0
2017-08-18,99,79.9,64,68,56.1,41,83,50.4,14,13,13,13,29.9,29.9,29.8,0.0,43173.0
2017-08-19,95,79.8,66,70,56.6,41,83,50.4,15,13,13,13,29.9,29.9,29.9,0.0,11455843.0
2017-08-20,95,80.0,64,64,51.6,43,83,42.0,16,13,13,13,29.9,29.8,29.8,0.0,14218760.0
2017-08-21,91,77.3,66,70,60.4,52,78,57.8,29,13,13,13,29.8,29.8,29.7,0.0,13243738.0
2017-08-22,86,76.7,66,68,62.9,59,88,64.4,43,16,16,16,29.9,29.8,29.8,0.0,13851821.0
2017-08-23,88,76.5,68,68,63.7,61,88,66.0,40,12,12,12,29.9,29.9,29.9,0.0,14566458.0
2017-08-24,86,76.0,64,66,62.7,59,94,65.7,40,14,14,14,30.0,30.0,29.9,0.0,15494440.0
2017-08-25,88,76.1,63,64,56.4,45,88,54.2,25,13,13,13,30.0,30.0,29.9,0.0,10345401.0
2017-08-26,86,72.8,55,64,55.3,48,83,57.0,30,15,15,15,30.0,29.9,29.9,0.0,2.0
2017-08-27,86,73.2,61,66,58.8,46,88,63.9,28,14,14,14,29.9,29.9,29.8,0.0,
2017-08-28,88,74.0,57,70,60.9,48,94,67.3,30,13,13,13,29.8,29.8,29.7,0.0,25462.0
2017-08-29,93,77.9,63,68,57.6,50,88,54.7,23,12,12,12,29.8,29.8,29.7,0.0,9228097.0
2017-08-30,86,72.8,68,68,62.8,50,88,72.8,37,16,16,16,29.9,29.9,29.8,0.0,12485461.0
2017-08-31,86,73.6,61,61,53.3,43,78,52.0,22,14,14,14,30.0,30.0,29.9,0.0,12647408.0
2017-09-01,86,74.6,61,64,61.8,57,94,66.2,40,13,13,13,30.0,29.9,29.9,0.0,13303593.0
2017-09-02,88,75.0,64,64,60.8,54,88,64.5,33,10,10,10,29.9,29.9,29.8,0.0,13556853.0
2017-09-03,91,78.9,66,68,62.6,55,83,60.8,31,10,10,10,29.9,29.8,29.7,0.0,12173058.0
2017-09-04,90,76.7,63,64,57.8,50,88,56.1,27,17,17,17,30.0,29.9,29.8,0.0,12926740.0
2017-09-05,88,75.4,64,57,49.7,34,68,44.6,15,17,17,17,30.0,29.9,29.9,0.0,13448196.0
2017-09-06,82,73.3,61,54,51.4,43,68,47.6,28,12,12,12,30.0,30.0,29.9,0.0,12964897.0
2017-09-07,86,71.8,59,59,52.4,45,78,53.7,25,12,12,12,30.0,29.9,29.9,0.0,12978998.0
2017-09-08,88,75.1,61,64,59.7,55,83,61.2,35,12,12,12,29.9,29.9,29.9,0.0,13379577.0
2017-09-09,82,76.0,68,70,65.2,63,88,70.0,54,15,15,15,29.9,29.9,29.8,0.0,9289592.0
2017-09-10,84,76.0,64,72,65.7,59,88,70.5,54,7,7,7,29.9,29.8,29.8,0.0,32020.0
2017-09-11,88,76.6,61,70,62.7,57,94,65.2,35,8,8,8,29.9,29.8,29.7,0.0,9891796.0
2017-09-12,86,75.2,61,63,59.5,54,88,60.5,33,7,7,7,30.0,29.9,29.8,0.0,12602197.0
2017-09-13,90,76.0,63,63,58.8,52,88,59.4,31,20,20,20,30.0,30.0,29.9,0.0,14972990.0
2017-09-14,91,78.6,68,64,56.3,48,73,49.3,24,18,18,18,30.0,29.9,29.9,0.0,21774060.0
2017-09-15,88,73.7,61,63,56.8,46,88,59.1,24,10,10,10,29.9,29.9,29.8,0.0,27336714.0
2017-09-16,88,74.2,57,64,56.7,50,83,58.6,29,10,10,10,29.9,29.9,29.9,0.0,23311082.0
2017-09-17,88,74.3,61,63,58.4,54,88,60.5,31,12,12,12,29.9,29.9,29.9,0.0,19793178.0
2017-09-18,99,79.9,63,63,52.0,37,77,44.1,12,15,15,15,29.9,29.9,29.8,0.0,24041631.0
2017-09-19,90,75.6,66,64,56.5,50,78,54.8,26,10,10,10,29.9,29.8,29.8,0.0,14739075.0
2017-09-20,86,73.4,59,64,59.3,54,88,62.7,45,14,14,14,29.9,29.8,29.8,0.0,11994669.0
2017-09-21,79,68.1,57,59,51.6,46,82,57.8,32,17,17,17,30.0,29.9,29.9,0.0,12674806.0
2017-09-22,79,66.8,54,54,47.0,39,82,53.3,24,17,17,17,30.1,30.0,30.0,0.0,13136480.0
2017-09-23,81,68.1,54,50,46.0,41,77,48.8,26,12,12,12,30.1,30.1,30.0,0.0,13951464.0
2017-09-24,79,67.0,55,59,51.3,45,68,57.8,36,12,12,12,30.1,30.0,30.0,0.0,12375370.0
2017-09-25,82,68.2,61,63,58.2,52,94,71.6,39,12,12,12,30.0,29.9,29.9,0.0,15065164.0
2017-09-26,81,68.8,57,61,57.1,48,94,70.1,34,12,12,12,30.0,29.9,29.9,0.0,15465108.0
2017-09-27,79,68.5,57,59,54.8,50,88,65.2,36,12,12,12,30.1,30.1,30.0,0.0,15432785.0
2017-09-28,77,65.9,55,61,56.6,37,88,73.6,42,9,9,9,30.1,30.1,30.0,0.0,10976408.0
2017-09-29,75,67.5,63,61,54.1,45,94,65.0,38,9,9,9,30.0,30.0,29.9,0.0,3153.0
2017-09-30,75,67.3,61,55,50.7,48,68,55.8,38,10,10,10,30.0,30.0,29.9,0.0,
2017-10-01,75,65.8,55,55,51.7,48,82,61.5,38,13,13,13,30.1,30.0,30.0,0.0,
2017-10-02,79,66.2,55,59,52.9,46,88,64.3,32,15,15,15,30.1,30.1,30.1,0.0,
2017-10-03,77,65.6,54,59,51.8,41,88,63.6,28,12,12,12,30.1,30.1,30.1,0.0,
2017-10-04,77,66.7,59,59,55.0,50,88,67.1,44,12,12,12,30.2,30.1,30.1,0.0,
2017-10-05,77,67.8,57,61,56.2,54,88,67.6,50,14,14,14,30.1,30.1,29.9,0.0,
2017-10-06,75,66.0,57,59,53.9,48,77,66.0,41,8,8,8,29.9,29.8,29.7,0.0,
2017-10-07,79,65.8,57,64,56.7,46,88,73.1,54,17,17,17,29.8,29.7,29.6,0.0,
2017-10-08,73,61.9,48,61,41.4,34,87,51.4,25,16,16,16,30.0,29.9,29.8,0.0,
2017-10-09,77,60.7,46,48,42.3,27,87,55.9,17,12,12,12,30.1,30.0,30.0,0.0,
2017-10-10,75,61.1,46,72,45.5,37,89,60.1,27,9,9,9,30.1,30.1,30.0,0.0,
2017-10-11,73,63.1,50,57,49.4,43,88,64.2,33,8,8,8,30.1,30.1,30.1,0.0,
2017-10-12,79,65.9,54,54,48.2,39,88,58.0,24,9,9,9,30.2,30.1,30.1,0.0,
2017-10-13,77,64.0,50,50,46.4,41,82,55.8,29,13,13,13,30.1,30.1,30.1,0.0,
2017-10-14,81,65.3,52,52,46.5,39,82,55.3,24,13,13,13,30.1,30.1,30.1,0.0,
2017-10-15,81,65.7,52,52,47.6,39,82,55.9,23,12,12,12,30.2,30.2,30.1,0.0,
2017-10-16,79,64.5,52,55,49.1,43,88,59.9,36,9,9,9,30.2,30.2,30.2,0.0,
2017-10-17,79,64.4,52,61,52.9,45,88,68.8,39,13,13,13,30.2,30.2,30.1,0.0,
2017-10-18,77,64.4,52,61,56.6,50,94,76.7,57,12,12,12,30.1,30.1,30.0,0.0,
2017-10-19,77,67.4,55,61,57.6,52,94,72.8,50,10,10,10,30.1,30.0,30.0,0.0,
2017-10-20,81,66.2,52,59,54.0,46,88,68.2,36,12,12,12,30.1,30.0,30.0,0.0,
2017-10-21,81,67.2,57,59,54.8,48,88,67.5,32,13,13,13,30.1,30.0,30.0,0.0,
2017-10-22,81,67.5,57,57,55.0,52,88,66.8,37,13,13,13,30.0,29.9,29.9,0.0,
2017-10-23,73,62.1,52,64,55.9,48,94,81.5,43,13,13,13,29.9,29.8,29.6,0.0,
2017-10-24,68,57.9,52,55,51.8,48,94,81.0,49,12,12,12,29.7,29.6,29.6,0.0,
2017-10-25,73,60.6,50,52,48.4,45,94,67.6,38,8,8,8,30.0,29.8,29.7,0.0,
2017-10-26,75,65.9,54,52,45.5,43,77,49.0,31,12,12,12,30.1,30.1,30.0,0.0,
2017-10-27,72,60.4,50,52,47.3,43,88,63.9,35,13,13,13,30.1,30.0,29.9,0.0,
2017-10-28,72,60.1,50,57,51.7,46,94,76.0,53,10,10,10,29.9,29.7,29.6,0.0,
2017-10-29,70,56.6,46,50,45.5,36,94,70.8,30,12,12,12,29.9,29.8,29.8,0.0,
2017-10-30,75,60.2,46,55,49.9,45,93,71.3,38,8,8,8,29.9,29.8,29.8,0.0,
2017-10-31,73,59.4,54,59,54.0,50,94,83.3,50,8,8,8,30.1,30.0,29.9,0.0,
2017-11-01,63,56.8,54,55,53.4,52,94,88.0,77,9,9,9,30.1,30.1,30.1,0.0,
2017-11-02,64,56.9,52,54,51.1,48,94,82.1,59,6,6,6,30.1,30.1,30.1,0.0,
2017-11-03,72,57.5,48,54,45.8,34,94,71.0,25,12,12,12,30.1,30.0,29.9,0.0,
2017-11-04,73,57.6,48,52,47.0,41,94,71.2,38,22,22,22,30.0,29.9,29.9,0.0,
2017-11-05,70,56.5,46,50,44.8,39,88,66.9,33,6,6,6,30.1,30.0,30.0,0.0,809.0
2017-11-06,64,58.3,54,57,52.9,50,94,82.5,68,10,10,10,30.1,30.0,30.0,0.0,50076.0
2017-11-07,72,59.6,52,54,51.2,48,94,75.8,49,12,12,12,30.1,30.1,30.0,0.0,1116876.0
2017-11-08,70,60.6,52,59,52.5,48,94,76.1,49,29,29,29,30.1,30.0,30.0,0.0,23609.0
2017-11-09,72,58.5,50,54,49.6,43,94,75.6,38,8,8,8,30.1,30.1,30.1,0.0,17228.0
2017-11-10,73,57.2,48,50,46.4,39,94,71.5,31,8,8,8,30.1,30.1,30.1,0.0,8602861.0
2017-11-11,70,58.1,48,54,48.8,43,94,72.0,52,12,12,12,30.1,30.0,30.0,0.0,12386132.0
2017-11-12,72,60.0,48,57,51.7,46,94,76.2,53,16,16,16,30.0,29.9,29.8,0.0,12031352.0
2017-11-13,70,58.9,54,55,53.2,52,94,81.3,53,12,12,12,29.8,29.7,29.6,0.0,13269798.0
2017-11-14,72,61.2,50,61,54.7,48,94,80.5,57,18,18,18,29.9,29.8,29.7,0.0,14060622.0
2017-11-15,72,61.5,57,59,54.3,48,94,78.8,49,12,12,12,30.0,29.9,29.9,0.0,11036551.0
2017-11-16,70,63.4,55,57,54.2,46,94,73.0,43,21,21,21,29.9,29.9,29.9,0.0,10839169.0
2017-11-17,66,60.6,55,59,55.0,52,94,82.3,60,12,12,12,29.9,29.9,29.8,0.0,15667558.0
2017-11-18,64,57.2,50,55,53.4,48,94,87.1,68,7,7,7,29.9,29.8,29.8,0.0,12858575.0
2017-11-19,66,57.5,50,57,52.5,48,94,84.6,60,8,8,8,30.1,29.9,29.8,0.0,11546742.0
2017-11-20,64,54.8,45,54,46.7,37,94,76.4,42,17,17,17,30.0,29.9,29.8,0.0,13191125.0
2017-11-21,63,49.7,37,39,33.1,21,87,58.7,22,12,12,12,30.1,30.1,30.0,0.0,14973984.0
2017-11-22,66,51.9,37,45,37.5,32,82,60.8,32,12,12,12,30.1,30.1,30.1,0.0,14064182.0
2017-11-23,68,54.8,43,46,40.2,36,87,61.7,32,13,13,13,30.1,30.1,30.1,0.0,14595475.0
2017-11-24,66,55.0,45,50,45.4,41,94,72.0,43,9,9,9,30.1,30.1,30.1,0.0,15109229.0
2017-11-25,68,55.1,45,48,44.7,41,93,70.8,40,9,9,9,30.1,30.1,30.1,0.0,14505277.0
2017-11-26,68,55.8,45,50,45.6,41,93,71.2,40,10,10,10,30.1,30.1,30.0,0.0,14306698.0
2017-11-27,61,54.0,45,54,50.2,43,94,87.8,67,13,13,13,30.0,29.9,29.8,0.0,17711607.0
2017-11-28,55,49.4,43,46,42.7,41,93,78.3,58,9,9,9,30.0,29.9,29.9,0.0,18812861.0
2017-11-29,63,50.4,39,48,42.2,37,93,75.9,42,10,10,10,30.1,30.1,30.0,0.0,16649453.0
2017-11-30,68,60.3,46,57,53.5,45,94,79.7,64,16,16,16,30.1,30.0,30.0,0.0,12889763.0
2017-12-01,70,65.8,64,55,54.7,54,73,67.4,60,21,21,21,30.0,29.9,29.9,0.0,10757486.0
2017-12-02,68,65.9,64,57,55.8,54,77,70.1,64,23,23,23,30.0,29.9,29.9,0.0,7116816.0
2017-12-03,68,62.7,50,61,52.5,45,88,70.9,46,17,17,17,30.1,30.1,30.0,0.0,8438.0
2017-12-04,66,53.3,45,50,45.5,41,93,76.3,49,12,12,12,30.1,30.1,30.1,0.0,11082206.0
2017-12-05,61,49.4,41,45,37.7,32,93,68.0,34,16,16,16,30.2,30.2,30.1,0.0,11858231.0
2017-12-06,59,46.7,36,36,27.7,18,81,52.5,21,12,12,12,30.4,30.3,30.2,0.0,14018811.0
2017-12-07,63,47.7,34,41,34.4,28,87,61.2,0,9,9,9,30.4,30.3,30.3,0.0,17256422.0
2017-12-08,64,49.4,36,45,40.0,32,93,71.9,42,8,8,8,30.3,30.2,30.2,0.0,15692927.0
2017-12-09,64,51.4,41,52,44.6,37,94,79.1,49,6,6,6,30.2,30.1,30.0,0.0,11777985.0
2017-12-10,61,53.3,39,52,43.0,36,94,70.7,42,14,14,14,30.2,30.1,29.9,0.0,13010819.0
2017-12-11,63,49.3,36,45,40.7,34,93,73.7,45,8,8,8,30.2,30.2,30.1,0.0,13381063.0
2017-12-12,64,53.1,41,52,46.3,39,94,78.9,59,6,6,6,30.2,30.2,30.2,0.0,14537220.0
2017-12-13,68,54.1,45,54,47.0,41,94,78.7,46,9,9,9,30.2,30.2,30.1,0.0,14231159.0
2017-12-14,66,53.3,45,54,46.6,41,93,79.0,52,8,8,8,30.1,30.1,30.0,0.0,13142477.0
2017-12-15,64,54.9,45,50,46.5,43,94,74.7,49,6,6,6,30.1,30.0,30.0,0.0,12293821.0
2017-12-16,66,59.2,55,57,53.4,50,94,80.7,68,17,17,17,30.0,29.9,29.8,0.0,10982349.0
2017-12-17,64,57.6,45,57,50.8,41,94,79.0,55,13,13,13,30.0,29.9,29.8,0.0,12128686.0
2017-12-18,57,48.4,43,46,43.2,41,93,82.9,59,10,10,10,30.1,30.0,29.9,0.0,20613617.0
2017-12-19,55,45.1,36,41,36.0,30,93,73.0,38,9,9,9,30.2,30.2,30.1,0.0,25534394.0
2017-12-20,55,46.7,36,41,36.6,32,87,69.2,47,9,9,9,30.3,30.2,30.2,0.0,25985193.0
