,Max,Avg,Min,Max.1,Avg.1,Min.1,Max.2,Avg.2,Min.2,Max.3,Avg.3,Min.3,Max.4,Avg.4,Min.4,Total,MEGALOPOLIS (PPC)
2016-01-01,52,43.7,34,43,31.7,25,93,64.1,41,6,6,6,30.3,30.3,30.2,0.0,21923790.0
2016-01-02,61,48.4,39,46,40.9,37,100,77.0,48,6,6,6,30.2,30.2,30.1,0.0,22877518.0
2016-01-03,61,50.8,39,55,47.5,36,94,88.7,77,12,12,12,30.3,29.9,29.8,0.0,22118853.0
2016-01-04,64,54.8,46,55,49.8,45,100,84.0,59,9,9,9,29.8,29.7,29.7,0.0,23522007.0
2016-01-05,70,62.6,57,59,56.0,54,94,80.3,64,6,6,6,29.8,29.7,29.6,0.0,4510951.0
2016-01-06,66,60.8,50,59,54.3,48,94,80.4,64,15,15,15,29.8,29.7,29.6,0.0,18074837.0
2016-01-07,63,54.5,48,55,45.4,39,94,72.6,51,10,10,10,29.7,29.6,29.4,0.0,20551407.0
2016-01-08,64,53.4,46,48,43.4,39,87,69.7,45,6,6,6,30.1,29.9,29.7,0.0,18612500.0
2016-01-09,64,56.5,43,54,48.9,41,94,77.1,52,6,6,6,30.1,30.0,30.0,0.0,17611923.0
2016-01-10,59,54.5,48,57,52.4,46,100,92.8,82,7,7,7,30.0,30.0,29.9,0.0,19205619.0
2016-01-11,68,53.5,43,61,49.4,41,100,87.3,60,8,8,8,30.1,30.0,30.0,0.0,24371894.0
2016-01-12,68,54.1,41,55,49.1,39,100,83.8,56,10,10,10,30.0,29.9,29.9,0.0,25032211.0
2016-01-13,64,55.0,48,52,46.0,41,100,74.3,42,10,10,10,30.0,29.9,29.9,0.0,22688638.0
2016-01-14,63,50.9,41,45,37.0,21,100,65.8,20,7,7,7,30.1,30.1,30.0,0.0,17909591.0
2016-01-15,63,51.3,39,50,43.0,36,93,75.2,55,8,8,8,30.1,30.0,29.9,0.0,11282697.0
2016-01-16,63,61.0,55,55,54.1,52,94,78.5,68,25,25,25,29.9,29.7,29.5,0.0,9492245.0
2016-01-17,55,48.6,43,52,42.6,37,93,80.0,58,9,9,9,29.5,29.4,29.4,0.0,99920.0
2016-01-18,48,41.1,36,41,35.4,30,93,80.7,53,7,7,7,29.9,29.7,29.5,0.0,198.0
2016-01-19,52,42.2,32,39,33.0,25,100,72.8,35,5,5,5,30.1,30.0,29.9,0.0,26439.0
2016-01-20,55,46.9,41,48,43.3,39,100,87.9,72,7,7,7,30.0,29.9,29.9,0.0,667549.0
2016-01-21,59,47.4,36,41,37.6,34,93,72.1,42,7,7,7,30.1,30.1,30.0,0.0,17094.0
2016-01-22,59,47.6,37,45,40.0,34,93,75.1,51,7,7,7,30.3,30.2,30.1,0.0,732.0
2016-01-23,55,47.6,36,41,35.1,30,81,63.5,41,6,6,6,30.3,30.3,30.2,0.0,
2016-01-24,55,44.3,36,72,27.4,16,81,52.8,0,9,9,9,30.4,30.4,30.3,0.0,14696.0
2016-01-25,55,45.7,37,34,28.2,21,76,53.6,28,6,6,6,30.4,30.4,30.3,0.0,9433.0
2016-01-26,61,47.0,30,41,35.2,27,93,66.5,45,16,16,16,30.4,30.3,30.2,0.0,289971.0
2016-01-27,64,52.3,39,48,39.9,34,88,64.9,42,7,7,7,30.4,30.4,30.3,0.0,13689367.0
2016-01-28,64,53.5,41,48,44.4,39,94,73.8,49,9,9,9,30.4,30.4,30.3,0.0,398781.0
2016-01-29,66,55.4,46,50,46.3,43,93,73.6,46,9,9,9,30.4,30.4,30.3,0.0,8858555.0
2016-01-30,66,55.3,45,50,43.4,37,93,67.8,35,7,7,7,30.4,30.3,30.3,0.0,374898.0
2016-01-31,64,52.9,41,48,43.7,37,93,73.3,52,13,13,13,30.3,30.2,30.2,0.0,372237.0
2016-02-01,66,55.0,43,50,46.3,41,94,74.3,46,7,7,7,30.2,30.2,30.1,0.0,10433198.0
2016-02-02,70,54.3,41,52,45.1,39,93,74.5,40,7,7,7,30.4,30.3,30.2,0.0,14734928.0
2016-02-03,68,54.9,43,54,45.5,39,94,72.5,46,9,9,9,30.3,30.2,30.1,0.0,14100086.0
2016-02-04,61,53.8,45,55,50.6,43,94,89.0,77,6,6,6,30.1,30.0,29.9,0.0,13663447.0
2016-02-05,57,50.3,43,48,41.7,36,94,73.7,47,14,14,14,30.0,29.9,29.8,0.0,12014967.0
2016-02-06,59,48.5,39,36,30.2,25,81,52.8,27,10,10,10,30.4,30.3,30.1,0.0,434565.0
2016-02-07,59,47.4,34,43,34.2,28,87,62.6,41,8,8,8,30.4,30.3,30.2,0.0,432753.0
2016-02-08,63,48.9,36,46,40.3,34,93,74.4,45,5,5,5,30.3,30.2,30.2,0.0,4547388.0
2016-02-09,63,51.6,39,45,41.5,37,93,71.3,45,12,12,12,30.2,30.2,30.1,0.0,10917935.0
2016-02-10,64,53.7,41,54,47.5,39,100,80.9,52,10,10,10,30.1,30.0,29.8,0.0,6468469.0
2016-02-11,66,58.8,46,54,47.0,41,94,67.6,42,9,9,9,30.0,29.9,29.8,0.0,441440.0
2016-02-12,66,60.3,54,57,54.3,52,94,80.8,68,12,12,12,30.0,29.9,29.9,0.0,5217433.0
2016-02-13,63,59.7,55,57,54.2,52,94,82.1,72,9,9,9,29.9,29.8,29.8,0.0,441841.0
2016-02-14,66,61.6,57,59,55.9,54,94,82.6,68,9,9,9,29.9,29.8,29.8,0.0,442209.0
2016-02-15,73,61.6,52,57,50.4,45,94,70.3,41,14,14,14,30.1,30.0,29.9,0.0,8817424.0
2016-02-16,75,61.2,46,50,44.8,41,82,57.9,33,14,14,14,30.3,30.2,30.1,0.0,14470754.0
2016-02-17,79,62.7,48,52,44.8,39,82,55.3,24,6,6,6,30.3,30.2,30.1,0.0,17168218.0
2016-02-18,72,62.6,55,55,47.6,39,82,59.4,38,22,22,22,30.1,29.8,29.7,0.0,16319021.0
2016-02-19,68,61.0,54,54,50.6,43,94,69.2,52,14,14,14,30.1,30.0,29.8,0.0,13805236.0
2016-02-20,68,56.9,48,113,45.6,39,88,60.8,0,14,14,14,30.4,30.1,30.0,0.0,6518.0
2016-02-21,64,54.9,43,43,38.2,32,76,55.3,32,14,14,14,30.1,30.1,30.0,0.0,6458.0
2016-02-22,66,58.3,48,48,44.5,39,82,61.2,42,10,10,10,30.1,30.1,30.1,0.0,22502.0
2016-02-23,68,58.0,46,54,49.0,43,94,72.7,49,9,9,9,30.1,30.0,29.9,0.0,16539550.0
2016-02-24,66,58.6,50,55,51.7,46,94,78.3,52,6,6,6,29.9,29.9,29.8,0.0,18450685.0
2016-02-25,68,56.2,46,50,46.6,43,93,72.4,40,9,9,9,29.9,29.9,29.9,0.0,2041317.0
2016-02-26,64,54.8,45,52,46.6,43,93,75.6,52,9,9,9,29.9,29.9,29.8,0.0,215.0
2016-02-27,66,56.2,43,52,47.3,41,93,73.7,49,12,12,12,30.0,29.9,29.9,0.0,7407.0
2016-02-28,70,57.3,43,46,43.8,41,93,64.3,37,10,10,10,30.1,30.0,29.9,0.0,32875.0
2016-02-29,73,63.9,52,54,46.6,41,68,54.5,36,12,12,12,30.1,29.9,29.8,0.0,21026.0
2016-03-01,70,61.8,48,55,48.8,43,88,63.6,43,10,10,10,29.9,29.9,29.9,0.0,5102376.0
2016-03-02,61,52.6,43,50,45.2,39,94,77.5,58,5,5,5,29.9,29.8,29.7,0.0,10004802.0
2016-03-03,64,55.0,46,52,47.1,41,94,77.2,42,12,12,12,29.7,29.6,29.6,0.0,12045329.0
2016-03-04,61,50.6,45,66,44.6,39,93,76.9,0,10,10,10,29.8,29.6,29.6,0.0,7386.0
2016-03-05,64,52.3,39,46,41.5,37,93,69.8,45,7,7,7,30.0,29.9,29.8,0.0,8579.0
2016-03-06,63,54.6,41,52,46.8,39,94,76.5,59,13,13,13,30.0,29.9,29.9,0.0,7857.0
2016-03-07,68,58.0,43,54,49.6,41,94,75.2,49,16,16,16,29.9,29.7,29.7,0.0,11101.0
2016-03-08,68,60.4,50,57,51.5,46,94,73.5,52,14,14,14,29.8,29.7,29.7,0.0,14218513.0
2016-03-09,66,57.5,46,52,46.9,39,88,69.6,48,8,8,8,29.7,29.7,29.6,0.0,17496586.0
2016-03-10,61,52.4,45,50,44.0,39,94,75.0,45,8,8,8,29.9,29.8,29.6,0.0,18754549.0
2016-03-11,63,54.4,45,50,46.2,43,93,75.5,55,12,12,12,29.9,29.9,29.9,0.0,20084245.0
2016-03-12,72,59.5,50,54,47.2,43,82,65.9,35,14,14,14,29.9,29.8,29.7,0.0,15308082.0
2016-03-13,63,57.0,50,55,50.0,46,94,78.8,63,12,12,12,29.8,29.0,0.0,0.0,9843856.0
2016-03-14,59,53.1,48,52,44.4,37,100,74.3,48,9,9,9,30.0,29.8,29.6,0.0,8125764.0
2016-03-15,57,52.0,46,50,44.7,39,93,76.3,63,10,10,10,30.0,30.0,30.0,0.0,8651909.0
2016-03-16,61,52.3,43,48,44.6,41,100,76.5,55,7,7,7,30.2,30.1,30.0,0.0,9808869.0
2016-03-17,61,53.3,43,45,41.1,37,87,65.2,45,9,9,9,30.2,30.2,30.1,0.0,19458552.0
2016-03-18,54,49.6,43,52,46.5,39,100,89.1,71,10,10,10,30.1,30.0,29.8,0.0,18271329.0
2016-03-19,64,53.6,39,50,45.0,37,100,75.5,52,12,12,12,30.0,29.9,29.9,0.0,13620575.0
2016-03-20,70,56.2,43,50,45.1,39,93,68.1,40,12,12,12,30.1,30.0,30.0,0.0,17488927.0
2016-03-21,70,56.5,43,54,46.4,34,94,71.9,27,9,9,9,30.1,30.1,30.0,0.0,19430731.0
2016-03-22,66,57.2,43,55,49.9,41,100,77.7,56,12,12,12,30.1,29.9,29.7,0.0,15743258.0
2016-03-23,70,63.9,55,57,49.5,37,94,62.0,31,32,32,32,29.7,29.5,29.4,0.0,14475035.0
2016-03-24,66,58.5,54,55,50.7,46,94,75.9,56,8,8,8,29.8,29.6,29.5,0.0,11904154.0
2016-03-25,61,53.1,45,54,47.5,39,94,82.0,59,10,10,10,29.9,29.8,29.8,0.0,13108493.0
2016-03-26,63,51.1,37,46,40.6,36,93,69.3,45,12,12,12,30.0,30.0,29.9,0.0,14426353.0
2016-03-27,61,52.8,43,46,42.3,39,93,69.6,45,8,8,8,30.0,29.9,29.9,0.0,18045437.0
2016-03-28,63,53.0,39,43,39.5,36,87,62.7,42,9,9,9,30.1,30.1,30.0,0.0,21297999.0
2016-03-29,68,55.7,41,54,46.1,39,93,72.2,49,8,8,8,30.1,30.1,30.1,0.0,22226328.0
2016-03-30,70,58.6,46,52,49.2,45,94,73.2,49,8,8,8,30.2,30.1,30.1,0.0,18935746.0
2016-03-31,68,59.6,46,55,51.3,45,94,75.0,56,9,9,9,30.2,30.2,30.1,0.0,15676291.0
2016-04-01,66,57.4,46,55,51.6,45,100,81.3,64,9,9,9,30.1,30.1,30.0,0.0,12406767.0
2016-04-02,68,58.8,48,55,50.9,46,94,77.3,46,6,6,6,30.1,30.0,30.0,0.0,5760498.0
2016-04-03,73,61.4,46,52,48.4,45,93,65.2,38,10,10,10,30.1,30.0,29.9,0.0,5318954.0
2016-04-04,75,61.5,46,57,51.3,45,94,72.0,38,10,10,10,30.0,29.9,29.9,0.0,16186268.0
2016-04-05,73,62.1,48,55,52.0,46,94,71.8,43,8,8,8,29.9,29.9,29.8,0.0,21112474.0
2016-04-06,77,64.2,50,55,50.7,46,94,65.5,36,8,8,8,29.9,29.8,29.8,0.0,21364919.0
2016-04-07,84,67.5,48,54,46.8,41,93,52.6,23,7,7,7,29.8,29.7,29.6,0.0,21124649.0
2016-04-08,73,66.9,61,59,53.3,36,77,62.7,30,13,13,13,29.7,29.6,29.6,0.0,12785324.0
2016-04-09,72,62.7,52,57,53.3,50,94,72.8,53,14,14,14,29.7,29.7,29.6,0.0,107278.0
2016-04-10,68,59.4,50,57,49.8,45,100,73.1,43,9,9,9,29.8,29.7,29.7,0.0,50524.0
2016-04-11,70,59.7,48,54,49.9,46,94,72.2,46,12,12,12,29.9,29.9,29.8,0.0,
2016-04-12,75,65.1,52,52,48.5,46,88,58.1,36,15,15,15,29.9,29.9,29.9,0.0,
2016-04-13,73,63.6,52,54,48.9,45,88,61.6,36,9,9,9,29.9,29.9,29.9,0.0,
2016-04-14,77,64.0,48,55,50.0,45,94,64.0,32,7,7,7,29.9,29.9,29.9,0.0,
2016-04-15,79,64.6,50,57,51.3,43,94,65.0,28,9,9,9,30.0,29.9,29.8,0.0,
2016-04-16,79,64.8,48,57,50.7,43,88,63.7,28,8,8,8,30.1,30.0,30.0,0.0,
2016-04-17,75,62.8,45,57,49.9,43,94,66.9,34,10,10,10,30.1,30.1,30.0,0.0,
2016-04-18,77,64.4,45,48,42.6,37,88,50.5,24,8,8,8,30.1,30.1,30.0,0.0,
2016-04-19,79,66.1,50,54,48.0,41,87,56.2,28,9,9,9,30.0,29.9,29.9,0.0,
2016-04-20,75,64.5,48,61,53.1,43,94,68.6,34,12,12,12,29.9,29.9,29.8,0.0,
2016-04-21,77,67.8,54,55,44.4,39,94,47.1,28,10,10,10,30.1,30.1,29.9,0.0,
2016-04-22,70,62.9,48,55,47.7,37,88,59.1,31,9,9,9,30.1,30.0,29.9,0.0,
2016-04-23,75,65.7,54,55,51.8,46,88,62.7,36,14,14,14,29.9,29.8,29.7,0.0,
2016-04-24,75,64.9,52,54,50.1,45,94,61.2,34,9,9,9,29.7,29.6,29.6,0.0,
2016-04-25,73,62.0,48,55,48.7,43,94,65.1,33,14,14,14,29.7,29.6,29.6,0.0,
2016-04-26,64,59.0,52,50,41.9,37,82,54.5,39,15,15,15,29.9,29.8,29.6,0.0,
2016-04-27,72,60.5,45,46,39.9,28,77,50.5,20,10,10,10,30.0,30.0,29.9,0.0,93138.0
2016-04-28,75,61.9,46,54,46.0,36,93,60.1,25,10,10,10,30.0,30.0,30.0,0.0,77188.0
2016-04-29,82,69.4,52,50,44.5,37,88,45.9,21,8,8,8,30.0,29.9,29.8,0.0,61896.0
2016-04-30,77,69.9,57,52,45.3,37,82,42.9,26,16,16,16,29.9,29.9,29.8,0.0,62568.0
2016-05-01,73,64.1,48,57,52.3,46,94,68.2,41,9,9,9,29.9,29.9,29.8,0.0,66850.0
2016-05-02,75,63.5,52,63,54.0,46,88,72.6,44,15,15,15,29.9,29.8,29.7,0.0,70314.0
2016-05-03,63,57.3,52,52,49.7,46,94,76.7,55,9,9,9,29.8,29.7,29.7,0.0,11648.0
2016-05-04,64,57.3,52,55,52.0,48,94,82.7,68,8,8,8,29.8,29.8,29.7,0.0,6147517.0
2016-05-05,68,58.8,50,55,52.1,48,100,79.8,52,10,10,10,29.9,29.9,29.8,0.0,3170164.0
2016-05-06,73,59.5,48,57,49.5,46,94,71.5,43,10,10,10,30.0,29.9,29.6,0.0,1231414.0
2016-05-07,72,62.9,48,135,51.3,43,93,59.5,0,12,12,12,30.0,29.9,29.9,0.0,225153.0
2016-05-08,75,62.7,54,52,49.8,41,94,65.5,33,9,9,9,30.0,29.9,29.9,0.0,93021.0
2016-05-09,73,65.5,50,55,49.2,45,88,57.4,38,12,12,12,30.1,30.0,29.9,0.0,4951272.0
2016-05-10,73,65.0,52,55,52.5,48,88,66.1,46,8,8,8,30.0,30.0,29.9,0.0,7281773.0
2016-05-11,73,63.7,50,59,52.8,46,94,70.3,41,9,9,9,30.0,29.9,29.8,0.0,205473.0
2016-05-12,77,67.2,55,63,59.3,54,94,76.5,57,9,9,9,30.0,29.8,29.7,0.0,7033880.0
2016-05-13,81,71.6,59,64,52.7,36,94,58.5,21,16,16,16,29.8,29.7,29.6,0.0,8605293.0
2016-05-14,75,66.8,55,59,50.2,39,82,56.5,33,10,10,10,29.9,29.8,29.7,0.0,7805814.0
2016-05-15,79,68.4,54,55,49.6,41,82,54.3,28,10,10,10,30.0,29.9,29.8,0.0,9513282.0
2016-05-16,79,67.8,54,55,53.1,48,94,62.0,38,10,10,10,30.0,30.0,29.9,0.0,16318777.0
2016-05-17,79,67.4,50,54,49.3,45,94,57.0,30,12,12,12,30.0,29.9,29.9,0.0,13299232.0
2016-05-18,77,67.0,52,54,50.2,45,94,58.5,32,14,14,14,30.0,29.9,29.9,0.0,6683831.0
2016-05-19,73,64.2,50,55,50.1,41,94,62.9,37,10,10,10,30.0,30.0,29.9,0.0,14222131.0
2016-05-20,73,63.6,50,59,51.9,46,94,67.9,41,12,12,12,30.0,29.9,29.7,0.0,14469554.0
2016-05-21,72,67.0,57,63,55.3,50,88,67.0,52,13,13,13,29.8,29.7,29.6,0.0,13298834.0
2016-05-22,73,64.3,52,61,54.5,50,94,72.5,47,9,9,9,30.0,29.9,29.8,0.0,3576106.0
2016-05-23,75,66.9,52,57,52.5,46,94,62.9,36,10,10,10,30.0,30.0,30.0,0.0,19546447.0
2016-05-24,77,66.7,54,59,53.7,48,88,64.6,41,16,16,16,30.0,29.9,29.8,0.0,21064988.0
2016-05-25,77,66.3,50,55,49.5,46,94,58.5,36,20,20,20,29.9,29.8,29.8,0.0,14997884.0
2016-05-26,81,71.0,55,55,52.7,50,82,54.8,34,20,20,20,29.9,29.8,29.8,0.0,
2016-05-27,82,71.0,59,63,55.5,48,88,60.8,32,110,110,110,30.0,29.9,29.9,0.0,
2016-05-28,79,70.1,55,63,57.3,52,94,66.7,44,10,10,10,30.0,30.0,29.9,0.0,21.0
2016-05-29,81,71.6,61,61,55.9,50,94,61.5,34,10,10,10,30.0,29.9,29.9,0.0,
2016-05-30,84,71.8,57,61,54.4,46,88,58.0,30,7,7,7,29.9,29.9,29.9,0.0,36410.0
2016-05-31,91,75.9,59,59,53.2,41,88,50.5,18,14,14,14,29.9,29.9,29.9,0.0,75551.0
2016-06-01,95,79.5,63,59,47.3,34,68,36.7,13,14,14,14,29.9,29.9,29.9,0.0,14331050.0
2016-06-02,91,80.0,66,55,49.7,45,64,37.2,20,17,17,17,29.9,29.8,29.8,0.0,11151696.0
2016-06-03,84,74.3,64,59,53.2,43,83,51.7,23,16,16,16,29.8,29.8,29.8,0.0,14023109.0
2016-06-04,84,73.4,59,59,53.5,48,82,53.0,30,23,23,23,29.9,29.8,29.8,0.0,8818408.0
2016-06-05,84,74.0,59,59,54.0,48,88,52.4,28,13,13,13,29.9,29.9,29.9,0.0,456886.0
2016-06-06,88,77.0,61,59,52.7,45,77,46.7,23,16,16,16,29.9,29.9,29.9,0.0,16659123.0
2016-06-07,82,75.7,64,61,54.6,50,73,49.7,32,15,15,15,29.9,29.9,29.9,0.0,12999528.0
2016-06-08,84,68.7,63,64,61.0,57,94,77.4,40,6,6,6,30.0,29.9,29.9,0.0,10149519.0
2016-06-09,75,68.1,59,64,60.4,57,94,77.3,60,13,13,13,30.0,29.9,29.9,0.0,8313271.0
2016-06-10,77,67.7,59,63,59.0,55,94,75.2,54,10,10,10,29.9,29.9,29.9,0.0,26711.0
2016-06-11,79,70.4,55,59,55.5,52,88,61.7,42,14,14,14,30.0,29.9,29.9,0.0,18091.0
2016-06-12,84,74.0,61,61,57.6,52,94,59.8,35,17,17,17,30.0,29.9,29.9,0.0,11962.0
2016-06-13,79,70.5,63,64,62.0,57,94,75.2,54,17,17,17,29.9,29.7,29.6,0.0,22253.0
2016-06-14,82,73.7,63,64,58.1,52,94,61.9,35,16,16,16,29.7,29.6,29.6,0.0,255624.0
2016-06-15,88,75.3,59,61,56.1,46,94,56.0,24,17,17,17,29.9,29.8,29.7,0.0,665518.0
2016-06-16,86,75.1,61,61,57.7,52,88,57.4,33,13,13,13,30.0,29.9,29.9,0.0,123952.0
2016-06-17,91,79.7,63,61,56.5,54,82,48.4,29,10,10,10,30.0,30.0,29.9,0.0,142640.0
2016-06-18,91,81.6,54,66,58.0,54,100,46.4,29,9,9,9,29.9,29.9,29.9,0.0,142408.0
2016-06-19,100,85.6,66,70,58.7,50,73,44.3,18,13,13,13,29.9,29.8,29.8,0.0,142222.0
2016-06-20,91,81.1,64,64,60.0,54,83,52.5,28,9,9,9,29.9,29.9,29.8,0.0,137711.0
2016-06-21,91,80.7,68,70,62.5,59,78,56.3,34,9,9,9,29.9,29.9,29.9,0.0,3358.0
2016-06-22,95,81.2,66,70,65.2,54,88,61.6,25,14,14,14,29.9,29.9,29.9,0.0,246792.0
2016-06-23,93,81.8,70,68,62.3,55,83,54.1,31,10,10,10,29.9,29.9,29.8,0.0,411911.0
2016-06-24,90,80.4,66,70,63.8,59,88,59.6,36,14,14,14,29.9,29.8,29.7,0.0,140189.0
2016-06-25,82,71.6,64,73,67.3,63,100,86.9,70,15,15,15,29.8,29.7,29.7,0.0,80706.0
2016-06-26,82,74.0,66,70,66.0,64,100,77.8,58,13,13,13,29.9,29.8,29.7,0.0,24181.0
2016-06-27,91,78.8,66,72,65.8,50,94,67.2,34,14,14,14,29.9,29.8,29.8,0.0,11512998.0
2016-06-28,95,81.9,70,66,61.2,52,83,53.9,24,18,18,18,29.8,29.8,29.7,0.0,9656345.0
2016-06-29,84,77.2,70,66,63.5,59,83,64.0,48,13,13,13,29.9,29.8,29.7,0.0,8137025.0
2016-06-30,88,77.0,64,66,63.0,59,94,64.4,43,12,12,12,30.0,29.9,29.9,0.0,18490924.0
2016-07-01,90,78.3,66,66,61.1,55,88,58.5,33,10,10,10,30.0,29.9,29.9,0.0,5258642.0
2016-07-02,90,80.4,68,66,60.9,50,83,54.0,27,9,9,9,29.9,29.9,29.8,0.0,15416668.0
2016-07-03,88,78.9,66,66,61.0,55,73,55.6,37,12,12,12,29.9,29.8,29.8,0.0,1169825.0
2016-07-04,95,80.9,70,72,64.5,57,88,60.3,28,16,16,16,29.9,29.8,29.8,0.0,13075.0
2016-07-05,95,82.0,68,70,63.6,59,88,56.2,32,14,14,14,29.9,29.8,29.8,0.0,16566.0
2016-07-06,88,79.1,68,70,66.4,61,94,67.1,43,14,14,14,29.9,29.8,29.8,0.0,12732168.0
2016-07-07,86,75.3,37,72,66.0,63,94,71.5,0,18,18,18,29.9,29.8,29.8,0.0,23079647.0
2016-07-08,91,79.4,68,70,62.8,54,88,60.6,29,12,12,12,30.0,29.9,29.9,0.0,21096850.0
2016-07-09,84,77.0,66,72,66.7,59,89,71.6,42,13,13,13,30.0,29.9,29.9,0.0,23611404.0
2016-07-10,90,78.2,64,70,64.2,55,94,65.0,31,15,15,15,29.9,29.9,29.9,0.0,19432608.0
2016-07-11,90,79.0,66,68,62.3,59,83,58.7,36,12,12,12,29.9,29.9,29.9,0.0,14802194.0
2016-07-12,86,77.8,64,72,65.8,61,89,67.7,45,14,14,14,29.9,29.9,29.8,0.0,19298306.0
2016-07-13,86,77.6,66,72,69.0,63,94,75.4,55,12,12,12,29.9,29.8,29.8,0.0,25878784.0
2016-07-14,93,81.9,68,70,65.6,61,88,60.9,34,15,15,15,29.8,29.8,29.7,0.0,23575833.0
2016-07-15,95,81.2,66,70,64.1,55,83,59.1,26,13,13,13,29.8,29.7,29.7,0.0,19915089.0
2016-07-16,88,78.2,70,70,58.8,52,88,54.3,31,13,13,13,29.9,29.8,29.7,0.0,14126494.0
2016-07-17,84,74.1,64,59,55.9,50,83,55.2,32,21,21,21,29.9,29.9,29.8,0.0,10442987.0
2016-07-18,90,77.9,68,63,57.5,55,69,51.7,31,16,16,16,29.9,29.8,29.8,0.0,6289.0
2016-07-19,88,79.2,66,64,56.4,52,83,47.9,29,12,12,12,29.8,29.8,29.8,0.0,4190.0
2016-07-20,90,77.4,64,68,57.9,52,83,54.4,27,12,12,12,29.9,29.8,29.8,0.0,419082.0
2016-07-21,90,76.5,64,66,61.7,50,88,63.1,26,16,16,16,29.9,29.9,29.9,0.0,16686521.0
2016-07-22,88,76.7,63,68,62.3,57,88,63.6,35,14,14,14,29.9,29.9,29.9,0.0,20596341.0
2016-07-23,90,77.8,68,68,62.4,57,88,61.7,35,15,15,15,29.9,29.9,29.9,0.0,16787177.0
2016-07-24,91,80.4,68,68,60.4,54,83,53.9,28,14,14,14,29.9,29.8,29.8,0.0,13463581.0
2016-07-25,99,82.5,70,73,61.7,54,89,53.0,24,13,13,13,29.8,29.8,29.7,0.0,14784758.0
2016-07-26,88,80.2,72,73,69.3,61,94,71.9,40,15,15,15,29.8,29.8,29.8,0.0,14560441.0
2016-07-27,88,77.8,66,70,65.2,59,94,67.7,40,15,15,15,29.9,29.8,29.8,0.0,14556023.0
2016-07-28,90,80.6,68,66,61.2,55,88,55.0,31,13,13,13,29.9,29.8,29.8,0.0,17642762.0
2016-07-29,90,80.5,68,140,66.1,61,83,58.7,0,10,10,10,29.8,29.8,29.7,0.0,15912548.0
2016-07-30,90,81.2,70,70,64.4,61,83,59.5,38,15,15,15,29.8,29.8,29.8,0.0,19251823.0
2016-07-31,97,83.6,70,66,60.6,52,83,49.4,22,14,14,14,29.8,29.8,29.7,0.0,21151216.0
2016-08-01,95,79.7,66,72,63.2,54,83,59.7,25,14,14,14,29.8,29.8,29.8,0.0,17813087.0
2016-08-02,97,82.3,68,70,62.9,45,88,57.0,17,15,15,15,29.8,29.8,29.7,0.0,20522003.0
2016-08-03,91,81.1,68,68,63.0,57,88,57.4,33,13,13,13,29.8,29.8,29.7,0.0,18071625.0
2016-08-04,91,81.2,68,66,61.6,57,83,54.8,31,14,14,14,29.8,29.8,29.8,0.0,16736323.0
2016-08-05,97,82.8,68,70,59.8,50,78,49.3,20,15,15,15,29.8,29.8,29.8,0.0,18254424.0
2016-08-06,91,81.0,66,70,64.5,55,83,59.6,29,14,14,14,29.9,29.8,29.8,0.0,12826577.0
2016-08-07,90,81.6,70,72,67.0,61,88,63.9,38,14,14,14,29.9,29.8,29.8,0.0,41900.0
2016-08-08,88,80.2,68,70,66.0,64,94,64.4,46,17,17,17,29.9,29.8,29.8,0.0,17418357.0
2016-08-09,91,81.7,70,68,64.2,61,83,57.6,38,18,18,18,29.8,29.8,29.7,0.0,19322921.0
2016-08-10,90,81.7,68,68,64.1,59,83,57.5,38,12,12,12,29.8,29.8,29.7,0.0,20743784.0
2016-08-11,95,83.9,72,68,63.5,57,83,52.5,31,17,17,17,29.9,29.8,29.8,0.0,19419251.0
2016-08-12,97,84.1,70,66,58.2,41,78,46.5,15,18,18,18,29.9,29.8,29.8,0.0,15751966.0
2016-08-13,86,75.1,68,68,65.3,63,94,73.0,45,16,16,16,30.0,29.9,29.9,0.0,9416.0
2016-08-14,90,77.3,66,66,55.1,43,88,50.3,21,13,13,13,30.0,30.0,30.0,0.0,7522.0
2016-08-15,86,76.9,63,118,53.0,45,73,42.0,0,14,14,14,30.0,29.9,29.9,0.0,3207.0
2016-08-16,90,77.8,59,63,54.7,45,82,48.8,21,12,12,12,29.9,29.9,29.8,0.0,6000.0
2016-08-17,88,77.7,63,68,60.3,50,78,57.6,27,13,13,13,29.9,29.8,29.8,0.0,9821792.0
2016-08-18,91,80.5,66,66,57.0,41,83,48.8,17,12,12,12,29.8,29.8,29.7,0.0,8557335.0
2016-08-19,88,78.5,64,66,61.8,55,83,59.4,33,13,13,13,29.8,29.8,29.7,0.0,20864.0
2016-08-20,90,79.6,66,70,63.3,57,83,59.7,35,13,13,13,29.9,29.8,29.8,0.0,22851.0
2016-08-21,90,80.2,66,68,62.7,57,83,57.5,33,15,15,15,29.9,29.9,29.8,0.0,19310.0
2016-08-22,88,78.5,64,70,64.7,59,83,64.0,40,13,13,13,29.9,29.9,29.9,0.0,26926.0
2016-08-23,90,79.4,68,68,64.7,55,88,63.3,33,15,15,15,29.9,29.8,29.8,0.0,30606.0
2016-08-24,90,77.4,66,70,64.8,59,88,67.3,36,10,10,10,29.9,29.8,29.8,0.0,19295.0
2016-08-25,91,78.1,66,72,64.2,57,94,66.3,31,10,10,10,29.8,29.8,29.7,0.0,8178.0
