,Max,Avg,Min,Max.1,Avg.1,Min.1,Max.2,Avg.2,Min.2,Max.3,Avg.3,Min.3,Max.4,Avg.4,Min.4,Total,AGIOI THEODOROI
2019-04-05,63,52.1,39,52,44.2,37,93,75.8,59,10,10,10,29.6,29.6,29.5,0.0,156628.0
2019-04-06,57,55.6,54,55,52.5,48,94,88.6,72,32,32,32,29.5,29.4,29.3,0.0,75520.0
2019-04-07,64,58.6,50,52,48.6,45,94,70.1,56,9,9,9,29.5,29.5,29.4,0.0,117157.0
2019-04-08,59,55.2,52,54,50.3,46,94,83.8,72,10,10,10,29.5,29.4,29.2,0.0,181702.0
2019-04-09,63,57.9,54,48,42.9,39,82,58.1,45,26,26,26,29.3,29.3,29.2,0.0,182126.0
2019-04-10,68,61.1,57,50,46.7,41,72,59.7,48,21,21,21,29.5,29.4,29.3,0.0,179197.0
2019-04-11,70,62.3,57,52,45.9,41,77,55.8,37,24,24,24,29.6,29.5,29.5,0.0,188977.0
2019-04-12,66,58.9,52,55,51.5,48,94,76.6,63,9,9,9,29.6,29.6,29.6,0.0,151631.0
2019-04-13,59,54.9,48,52,47.1,43,94,76.1,59,13,13,13,29.6,29.6,29.5,0.0,91654.0
2019-04-14,64,54.7,43,52,47.5,41,93,77.6,59,14,14,14,29.6,29.5,29.5,0.0,132739.0
2019-04-15,61,53.8,46,52,48.0,45,94,81.0,63,17,17,17,29.6,29.6,29.5,0.0,190232.0
2019-04-16,61,54.4,46,50,42.4,39,94,65.8,48,30,30,30,29.7,29.7,29.6,0.0,179398.0
2019-04-17,63,53.4,41,50,43.9,37,93,71.5,52,8,8,8,29.7,29.7,29.7,0.0,138765.0
2019-04-18,63,54.3,43,46,43.2,41,93,67.5,48,17,17,17,29.9,29.8,29.7,0.0,188412.0
2019-04-19,63,54.0,45,43,40.7,37,87,62.0,42,17,17,17,29.9,29.9,29.9,0.0,162238.0
2019-04-20,59,52.7,45,46,41.2,37,82,65.4,51,20,20,20,30.0,29.9,29.8,0.0,89125.0
2019-04-21,61,52.5,41,41,36.8,34,81,57.2,39,15,15,15,30.0,29.9,29.9,0.0,122250.0
2019-04-22,66,53.7,37,45,36.9,27,93,58.1,26,10,10,10,29.9,29.8,29.8,0.0,163375.0
2019-04-23,66,58.3,46,52,44.1,39,87,61.0,37,12,12,12,29.9,29.9,29.8,0.0,197839.0
2019-04-24,66,59.0,52,54,50.6,46,94,74.5,56,10,10,10,30.0,29.9,29.8,0.0,194581.0
2019-04-25,68,60.0,50,55,51.9,46,100,75.6,52,7,7,7,29.9,29.9,29.8,0.0,179473.0
2019-04-26,75,64.1,54,55,53.9,48,94,71.2,47,10,10,10,29.8,29.8,29.7,0.0,61704.0
2019-04-27,79,66.5,54,57,51.7,48,88,61.1,36,13,13,13,29.7,29.6,29.6,0.0,36020.0
2019-04-28,73,64.7,54,57,53.4,48,88,68.0,50,10,10,10,29.6,29.6,29.6,0.0,36506.0
2019-04-29,73,64.8,54,57,50.6,39,88,63.8,29,16,16,16,29.6,29.6,29.5,0.0,69962.0
2019-04-30,73,63.7,52,52,46.5,41,76,54.8,38,16,16,16,29.6,29.5,29.5,0.0,93719.0
2019-05-01,72,62.9,54,52,40.9,34,68,46.0,27,15,15,15,29.6,29.5,29.5,0.0,88936.0
2019-05-02,72,61.8,50,50,44.2,39,76,54.0,33,13,13,13,29.6,29.5,29.5,0.0,195999.0
2019-05-03,75,62.9,48,52,46.9,43,87,58.8,34,15,15,15,29.6,29.6,29.6,0.0,164553.0
2019-05-04,63,59.7,54,55,50.1,45,82,71.4,52,13,13,13,29.6,29.5,29.5,0.0,79643.0
2019-05-05,77,64.3,54,57,51.1,45,82,65.0,32,24,24,24,29.5,29.4,29.3,0.0,117327.0
2019-05-06,73,64.1,54,55,47.1,34,88,57.4,27,25,25,25,29.4,29.4,29.4,0.0,194798.0
2019-05-07,68,61.9,55,45,40.6,36,63,46.3,32,24,24,24,29.6,29.5,29.5,0.0,212243.0
2019-05-08,64,57.8,48,46,44.8,43,87,63.5,45,9,9,9,29.7,29.7,29.6,0.0,252699.0
2019-05-09,70,59.6,46,54,48.5,43,93,67.8,46,15,15,15,29.7,29.6,29.5,0.0,242769.0
2019-05-10,75,66.7,59,55,49.4,36,88,55.5,34,13,13,13,29.6,29.5,29.5,0.0,203591.0
2019-05-11,73,63.6,52,57,52.7,50,94,70.4,46,9,9,9,29.7,29.6,29.6,0.0,79078.0
2019-05-12,77,64.7,50,59,51.1,46,94,64.8,34,15,15,15,29.7,29.7,29.6,0.0,116619.0
2019-05-13,73,64.1,55,55,50.8,45,82,63.5,38,14,14,14,29.6,29.6,29.6,0.0,170270.0
2019-05-14,72,63.5,52,57,53.7,48,94,72.0,53,13,13,13,29.6,29.5,29.5,0.0,173473.0
2019-05-15,72,63.0,54,57,52.1,48,88,68.2,46,14,14,14,29.5,29.5,29.5,0.0,181052.0
2019-05-16,75,63.2,46,54,50.1,45,100,64.7,36,14,14,14,29.5,29.5,29.4,0.0,188492.0
2019-05-17,73,62.7,50,57,52.9,46,94,71.8,50,10,10,10,29.5,29.5,29.4,0.0,147126.0
2019-05-18,79,67.4,52,57,51.7,46,88,60.2,32,15,15,15,29.6,29.5,29.5,0.0,80197.0
2019-05-19,79,68.8,59,54,50.0,45,77,53.5,30,18,18,18,29.6,29.5,29.5,0.0,122834.0
2019-05-20,75,67.7,61,61,54.0,50,88,62.6,44,9,9,9,29.6,29.5,29.5,0.0,143661.0
2019-05-21,81,69.7,59,61,55.4,45,88,63.9,28,14,14,14,29.6,29.6,29.6,0.0,180228.0
2019-05-22,77,67.6,52,55,48.1,36,94,53.4,22,8,8,8,29.7,29.6,29.6,0.0,166202.0
2019-05-23,79,69.7,63,57,52.4,45,82,55.7,30,10,10,10,29.6,29.5,29.5,0.0,182892.0
2019-05-24,75,67.5,57,57,52.0,46,82,58.6,43,13,13,13,29.6,29.5,29.5,0.0,167280.0
2019-05-25,79,70.2,59,55,52.0,48,77,53.7,36,13,13,13,29.7,29.6,29.6,0.0,82335.0
2019-05-26,81,70.2,55,57,50.7,48,82,52.1,32,9,9,9,29.7,29.7,29.6,0.0,94666.0
2019-05-27,82,68.6,55,59,52.5,45,88,58.6,26,18,18,18,29.7,29.6,29.6,0.0,190347.0
2019-05-28,82,73.6,64,61,56.2,50,78,57.1,32,18,18,18,29.6,29.5,29.5,0.0,229649.0
2019-05-29,84,72.5,63,57,51.4,43,77,49.9,23,17,17,17,29.7,29.6,29.5,0.0,231155.0
2019-05-30,86,75.0,59,57,52.0,48,72,46.4,28,12,12,12,29.7,29.7,29.7,0.0,234445.0
2019-05-31,88,73.8,57,57,52.4,46,82,50.1,25,13,13,13,29.7,29.6,29.6,0.0,201282.0
2019-06-01,79,70.8,57,59,54.9,48,82,58.2,39,10,10,10,29.6,29.6,29.6,0.0,82425.0
2019-06-02,81,70.6,59,59,53.0,45,88,56.8,32,17,17,17,29.6,29.6,29.6,0.0,114496.0
2019-06-03,79,71.1,61,50,46.4,45,59,42.4,32,15,15,15,29.6,29.6,29.6,0.0,133442.0
2019-06-04,77,70.8,63,57,51.8,46,68,51.4,41,17,17,17,29.6,29.6,29.6,0.0,202486.0
2019-06-05,81,71.4,59,59,53.9,50,77,55.6,34,15,15,15,29.6,29.6,29.6,0.0,208483.0
2019-06-06,82,71.8,57,61,55.3,50,82,57.8,37,10,10,10,29.7,29.7,29.6,0.0,196053.0
2019-06-07,84,75.3,61,61,57.7,55,82,56.1,40,15,15,15,29.7,29.7,29.7,0.0,182672.0
2019-06-08,90,77.8,61,61,56.3,54,82,51.3,29,17,17,17,29.7,29.7,29.7,0.0,80563.0
2019-06-09,93,80.3,68,61,55.9,50,64,44.4,26,24,24,24,29.7,29.6,29.6,0.0,118215.0
2019-06-10,84,78.1,73,63,57.9,54,69,50.5,35,32,32,32,29.6,29.5,29.5,0.0,184581.0
2019-06-11,84,76.4,70,64,59.7,57,83,57.3,42,18,18,18,29.6,29.5,29.5,0.0,177527.0
2019-06-12,88,75.7,61,66,60.6,55,94,62.7,35,12,12,12,29.6,29.6,29.5,0.0,187840.0
2019-06-13,90,77.8,64,63,59.7,55,88,56.8,33,18,18,18,29.7,29.6,29.6,0.0,170197.0
2019-06-14,93,80.9,63,59,55.7,50,82,45.8,24,12,12,12,29.7,29.6,29.6,0.0,154329.0
2019-06-15,91,82.3,72,63,57.5,52,61,44.2,27,23,23,23,29.6,29.6,29.5,0.0,80018.0
2019-06-16,88,81.4,75,63,57.3,52,65,44.9,29,23,23,23,29.6,29.5,29.5,0.0,122342.0
2019-06-17,91,81.7,70,59,52.8,41,60,38.6,22,16,16,16,29.6,29.5,29.5,0.0,178304.0
2019-06-18,88,80.2,73,63,55.9,43,61,43.5,29,20,20,20,29.6,29.6,29.6,0.0,173156.0
2019-06-19,86,76.0,66,68,61.0,55,88,61.0,39,15,15,15,29.6,29.6,29.5,0.0,194196.0
2019-06-20,88,77.3,64,66,60.3,52,94,60.0,33,13,13,13,29.6,29.5,29.5,0.0,189092.0
2019-06-21,91,79.7,66,64,60.5,52,88,55.1,29,10,10,10,29.6,29.6,29.6,0.0,157966.0
2019-06-22,91,80.8,66,64,59.7,57,83,51.5,31,21,21,21,29.6,29.6,29.6,0.0,59909.0
2019-06-23,95,83.7,68,61,56.6,54,68,41.3,25,12,12,12,29.6,29.6,29.6,0.0,107209.0
2019-06-24,91,83.5,73,68,61.5,55,74,48.9,31,14,14,14,29.6,29.5,29.5,0.0,183789.0
2019-06-25,88,82.1,73,68,62.5,59,78,52.2,40,32,32,32,29.6,29.6,29.5,0.0,92070.0
2019-06-26,88,82.8,77,64,63.2,59,65,51.8,43,35,35,35,29.7,29.6,29.6,0.0,27097.0
2019-06-27,88,82.9,77,66,61.2,52,69,49.3,33,25,25,25,29.6,29.6,29.5,0.0,15407.0
2019-06-28,93,84.8,75,57,54.5,50,53,36.2,26,24,24,24,29.5,29.5,29.4,0.0,14552.0
2019-06-29,88,80.5,73,64,58.4,52,61,47.2,35,28,28,28,29.6,29.6,29.5,0.0,11751.0
2019-06-30,84,77.5,72,59,50.2,46,61,39.4,28,28,28,28,29.7,29.7,29.6,0.0,41888.0
2019-07-01,86,79.1,72,55,51.9,48,57,39.9,29,30,30,30,29.7,29.7,29.6,0.0,118177.0
2019-07-02,86,78.6,70,61,55.3,48,64,44.8,28,21,21,21,29.6,29.6,29.5,0.0,142440.0
2019-07-03,90,78.5,61,61,54.4,50,77,46.0,29,10,10,10,29.6,29.5,29.5,0.0,136668.0
2019-07-04,90,81.1,64,61,53.9,46,68,40.5,26,24,24,24,29.6,29.6,29.6,0.0,171394.0
2019-07-05,91,84.4,73,61,56.2,48,65,38.9,31,20,20,20,29.6,29.6,29.5,0.0,159996.0
2019-07-06,90,80.7,70,63,60.1,55,73,51.0,33,20,20,20,29.6,29.5,29.5,0.0,10437.0
2019-07-07,93,82.8,68,61,55.2,52,68,41.0,24,13,13,13,29.6,29.5,29.5,0.0,49561.0
2019-07-08,99,86.2,75,70,58.5,54,78,41.7,24,12,12,12,29.5,29.5,29.4,0.0,119349.0
2019-07-09,95,83.6,70,68,61.5,57,83,50.6,28,10,10,10,29.6,29.5,29.5,0.0,129719.0
2019-07-10,95,85.6,73,66,61.8,57,69,45.5,32,17,17,17,29.5,29.4,29.4,0.0,98487.0
2019-07-11,82,75.1,68,68,62.1,55,78,64.6,48,29,29,29,29.6,29.4,29.3,0.0,29255.0
2019-07-12,82,73.6,59,57,52.0,48,77,48.4,32,13,13,13,29.6,29.6,29.5,0.0,136911.0
2019-07-13,84,75.5,64,64,57.6,54,73,54.8,39,13,13,13,29.6,29.5,29.4,0.0,39641.0
2019-07-14,86,75.9,68,66,62.8,57,83,65.3,37,24,24,24,29.4,29.4,29.3,0.0,105211.0
2019-07-15,81,74.2,66,64,61.9,57,88,66.2,45,13,13,13,29.5,29.5,29.4,0.0,244951.0
2019-07-16,82,75.1,66,63,58.4,54,83,57.7,39,20,20,20,29.5,29.4,29.4,0.0,227185.0
2019-07-17,82,76.3,70,61,55.8,50,73,50.2,34,28,28,28,29.5,29.4,29.4,0.0,215315.0
2019-07-18,86,78.3,66,55,51.9,48,60,40.4,28,17,17,17,29.6,29.5,29.5,0.0,160168.0
2019-07-19,88,78.0,63,55,49.1,39,72,38.6,18,22,22,22,29.6,29.6,29.6,0.0,166856.0
2019-07-20,88,80.0,70,61,50.0,41,56,36.6,22,26,26,26,29.7,29.7,29.6,0.0,75977.0
2019-07-21,90,83.0,75,52,47.9,43,44,30.1,21,25,25,25,29.7,29.7,29.7,0.0,78229.0
2019-07-22,91,83.8,75,57,51.9,50,47,33.6,26,29,29,29,29.7,29.6,29.6,0.0,106044.0
2019-07-23,91,84.5,75,66,50.7,45,53,32.4,20,28,28,28,29.6,29.6,29.5,0.0,203323.0
2019-07-24,86,80.6,73,64,60.5,54,65,50.5,35,23,23,23,29.6,29.5,29.5,0.0,189828.0
2019-07-25,86,79.7,73,63,54.0,45,65,42.6,29,24,24,24,29.7,29.6,29.6,0.0,186730.0
2019-07-26,90,81.8,73,54,51.7,48,47,35.6,27,23,23,23,29.6,29.6,29.5,0.0,210884.0
2019-07-27,91,81.5,68,57,52.0,48,53,36.8,27,21,21,21,29.5,29.4,29.4,0.0,85417.0
2019-07-28,91,82.2,70,61,53.9,46,57,39.2,22,15,15,15,29.4,29.4,29.4,0.0,101054.0
2019-07-29,93,84.0,73,68,58.2,52,62,42.8,27,14,14,14,29.4,29.3,29.3,0.0,193781.0
2019-07-30,93,83.1,70,64,59.6,54,73,46.6,28,13,13,13,29.4,29.4,29.3,0.0,209821.0
2019-07-31,91,82.2,70,64,62.1,59,78,51.3,34,18,18,18,29.5,29.4,29.4,0.0,219415.0
2019-08-01,95,85.9,72,63,58.9,57,64,41.6,28,21,21,21,29.5,29.5,29.5,0.0,218692.0
2019-08-02,91,85.5,77,66,60.5,55,61,43.4,31,22,22,22,29.5,29.5,29.5,0.0,245566.0
2019-08-03,97,85.2,73,66,62.8,59,69,48.4,30,18,18,18,29.5,29.4,29.3,0.0,83245.0
2019-08-04,88,83.3,77,70,62.0,54,62,48.8,33,28,28,28,29.5,29.4,29.3,0.0,121308.0
2019-08-05,84,79.5,73,63,56.1,50,61,45.1,33,24,24,24,29.6,29.6,29.5,0.0,190149.0
2019-08-06,86,79.0,70,57,50.2,41,60,37.4,26,23,23,23,29.6,29.6,29.6,0.0,219774.0
2019-08-07,90,82.4,75,52,46.6,43,44,29.2,21,23,23,23,29.6,29.6,29.6,0.0,192593.0
2019-08-08,90,81.1,70,63,53.9,43,73,40.0,29,23,23,23,29.6,29.6,29.5,0.0,247141.0
2019-08-09,95,83.6,66,61,50.2,43,73,35.1,19,25,25,25,29.6,29.5,29.5,0.0,208595.0
2019-08-10,95,87.8,79,55,52.1,48,39,29.4,23,29,29,29,29.6,29.5,29.5,0.0,185354.0
2019-08-11,91,86.0,82,59,53.4,46,40,32.9,22,33,33,33,29.6,29.5,29.5,0.0,2150.0
2019-08-12,88,83.4,77,63,57.1,46,54,41.1,28,33,33,33,29.5,29.5,29.5,0.0,
2019-08-13,88,82.6,75,64,59.3,54,61,45.6,35,26,26,26,29.5,29.4,29.4,0.0,4551.0
2019-08-14,88,81.9,75,64,57.4,52,69,44.0,29,23,23,23,29.4,29.4,29.4,0.0,2474.0
2019-08-15,90,80.5,66,64,61.3,55,78,53.6,33,16,16,16,29.5,29.4,29.4,0.0,
2019-08-16,88,79.1,68,66,62.7,57,78,58.5,37,15,15,15,29.6,29.5,29.5,0.0,
2019-08-17,86,77.3,70,66,61.7,57,83,59.8,37,26,26,26,29.6,29.6,29.6,0.0,
2019-08-18,86,76.6,66,61,53.5,46,73,46.9,27,25,25,25,29.7,29.6,29.6,0.0,
2019-08-19,86,78.4,66,55,49.5,46,60,37.1,27,29,29,29,29.7,29.7,29.6,0.0,
2019-08-20,86,79.2,75,59,52.6,45,54,40.3,25,30,30,30,29.7,29.7,29.7,0.0,
2019-08-21,88,80.5,75,59,54.4,50,54,41.3,29,24,24,24,29.7,29.7,29.6,0.0,
2019-08-22,91,85.5,75,59,55.5,52,50,36.5,28,26,26,26,29.7,29.7,29.6,0.0,
2019-08-23,91,86.0,81,59,54.7,52,45,34.5,26,30,30,30,29.7,29.6,29.6,0.0,20.0
2019-08-24,91,85.5,81,64,59.1,55,51,41.2,34,28,28,28,29.6,29.6,29.6,0.0,25376.0
2019-08-25,90,84.9,79,61,58.6,55,54,41.4,33,28,28,28,29.6,29.6,29.6,0.0,50243.0
2019-08-26,90,85.6,79,68,58.9,52,55,40.8,31,24,24,24,29.6,29.6,29.6,0.0,64359.0
2019-08-27,91,84.7,79,61,57.2,54,48,39.6,29,25,25,25,29.6,29.6,29.6,0.0,78901.0
2019-08-28,88,83.1,79,55,53.3,52,42,35.8,29,30,30,30,29.6,29.6,29.6,0.0,71405.0
2019-08-29,88,81.1,75,55,50.5,43,47,35.1,21,26,26,26,29.6,29.6,29.6,0.0,79872.0
2019-08-30,86,80.6,73,55,51.3,48,50,36.4,28,29,29,29,29.7,29.6,29.6,0.0,74788.0
2019-08-31,84,78.8,75,59,51.3,39,54,39.0,20,32,32,32,29.6,29.6,29.6,0.0,81663.0
2019-09-01,86,78.9,73,59,49.4,43,57,36.8,22,26,26,26,29.6,29.5,29.5,0.0,102554.0
2019-09-02,88,79.5,70,55,49.1,43,44,34.9,22,24,24,24,29.6,29.6,29.5,0.0,186347.0
2019-09-03,90,80.1,70,52,45.2,37,46,29.8,19,24,24,24,29.6,29.6,29.5,0.0,171950.0
2019-09-04,88,81.2,75,52,47.6,45,39,31.3,23,29,29,29,29.6,29.5,29.5,0.0,137441.0
2019-09-05,82,78.3,73,61,59.6,54,65,52.8,42,25,25,25,29.5,29.5,29.5,0.0,154268.0
2019-09-06,86,78.5,73,59,55.8,52,61,46.1,33,25,25,25,29.6,29.6,29.5,0.0,130272.0
2019-09-07,82,76.6,70,55,51.1,43,57,40.9,31,24,24,24,29.7,29.6,29.6,0.0,79206.0
2019-09-08,84,76.6,66,57,49.5,41,49,39.0,27,21,21,21,29.7,29.6,29.6,0.0,122687.0
2019-09-09,82,75.3,66,59,54.9,50,61,49.8,37,28,28,28,29.7,29.6,29.6,0.0,188699.0
2019-09-10,84,73.7,59,61,53.1,48,68,49.8,37,22,22,22,29.6,29.6,29.6,0.0,177708.0
2019-09-11,82,76.4,72,59,55.9,52,57,49.1,39,24,24,24,29.8,29.7,29.6,0.0,191321.0
2019-09-12,82,76.8,73,57,53.9,48,53,45.0,30,25,25,25,29.8,29.8,29.7,0.0,182827.0
2019-09-13,82,77.2,73,59,52.5,46,61,42.7,30,37,37,37,29.8,29.7,29.7,0.0,146000.0
2019-09-14,84,77.5,73,52,43.4,37,44,30.5,20,35,35,35,29.8,29.7,29.7,0.0,83439.0
2019-09-15,82,77.2,73,55,48.2,41,50,36.3,28,30,30,30,29.8,29.8,29.7,0.0,117256.0
2019-09-16,82,74.9,66,55,50.9,46,64,43.7,32,20,20,20,29.8,29.7,29.6,0.0,188595.0
2019-09-17,86,74.2,61,64,52.3,46,73,49.5,25,9,9,9,29.7,29.6,29.6,0.0,189541.0
2019-09-18,88,75.1,63,63,55.9,50,73,53.2,29,16,16,16,29.6,29.6,29.6,0.0,185053.0
2019-09-19,82,71.5,59,64,60.2,54,88,69.1,45,14,14,14,29.7,29.6,29.6,0.0,190557.0
2019-09-20,79,69.4,63,64,59.3,54,88,70.6,47,29,29,29,29.8,29.7,29.6,0.0,159735.0
2019-09-21,73,68.6,66,54,44.5,34,64,43.4,27,29,29,29,29.9,29.9,29.8,0.0,73799.0
2019-09-22,75,67.0,57,52,48.0,41,72,51.3,33,20,20,20,29.9,29.8,29.8,0.0,105096.0
2019-09-23,81,67.2,50,61,53.1,45,82,62.9,39,15,15,15,29.8,29.7,29.6,0.0,142381.0
2019-09-24,77,70.5,64,66,63.0,59,94,77.7,61,12,12,12,29.6,29.5,29.4,0.0,174734.0
2019-09-25,79,71.1,64,64,60.0,55,88,69.3,44,14,14,14,29.6,29.5,29.4,0.0,179916.0
2019-09-26,84,72.0,59,66,60.6,54,94,70.0,35,15,15,15,29.6,29.6,29.6,0.0,184452.0
2019-09-27,81,72.3,64,64,61.8,57,94,70.5,51,15,15,15,29.7,29.6,29.6,0.0,136898.0
2019-09-28,82,71.0,61,59,55.4,50,88,60.8,32,15,15,15,29.8,29.7,29.7,0.0,77963.0
2019-09-29,82,70.0,55,55,52.7,48,82,56.8,35,15,15,15,29.7,29.7,29.6,0.0,116217.0
2019-09-30,88,73.4,59,64,57.1,52,88,59.5,33,15,15,15,29.6,29.6,29.5,0.0,187117.0
2019-10-01,84,72.8,61,64,58.8,54,83,62.7,42,15,15,15,29.6,29.5,29.5,0.0,151161.0
2019-10-02,84,72.5,63,64,58.8,54,88,64.3,35,14,14,14,29.6,29.5,29.5,0.0,171337.0
2019-10-03,81,70.4,61,64,61.0,57,94,74.3,45,23,23,23,29.6,29.5,29.4,0.0,130576.0
2019-10-04,84,73.8,66,68,63.3,59,88,70.6,48,31,31,31,29.5,29.4,29.4,0.0,75208.0
2019-10-05,81,71.2,63,59,50.9,41,82,52.2,28,17,17,17,29.5,29.5,29.4,0.0,84136.0
2019-10-06,77,69.7,61,59,50.7,46,77,52.7,34,12,12,12,29.6,29.5,29.5,0.0,125662.0
2019-10-07,72,66.3,64,63,59.3,55,94,78.0,60,16,16,16,29.6,29.4,29.4,0.0,181822.0
2019-10-08,72,65.8,63,63,57.1,54,94,74.1,57,23,23,23,29.9,29.6,29.4,0.0,170666.0
2019-10-09,73,66.4,61,55,54.5,54,82,66.3,50,15,15,15,29.9,29.9,29.8,0.0,187853.0
2019-10-10,79,67.3,54,63,58.3,52,94,73.6,47,12,12,12,29.8,29.8,29.7,0.0,193030.0
2019-10-11,77,70.5,64,64,63.2,61,94,77.4,61,17,17,17,29.8,29.8,29.7,0.0,150194.0
2019-10-12,81,71.8,64,63,50.9,41,83,51.5,28,21,21,21,29.9,29.9,29.8,0.0,87636.0
2019-10-13,79,69.8,59,59,53.9,46,88,58.0,32,21,21,21,29.9,29.8,29.8,0.0,113634.0
2019-10-14,79,65.2,50,61,51.8,45,94,65.5,36,17,17,17,29.8,29.8,29.8,0.0,168852.0
2019-10-15,77,65.4,52,61,54.4,46,94,70.4,34,15,15,15,29.8,29.7,29.7,0.0,162188.0
2019-10-16,75,66.2,54,61,57.3,52,94,74.3,50,13,13,13,29.7,29.7,29.7,0.0,156833.0
2019-10-17,75,67.2,59,61,58.4,55,94,74.8,57,9,9,9,29.8,29.7,29.7,0.0,164734.0
2019-10-18,75,66.1,55,63,59.7,54,100,80.5,61,10,10,10,29.8,29.7,29.7,0.0,121410.0
2019-10-19,77,66.8,57,63,60.5,55,100,80.8,61,8,8,8,29.8,29.8,29.7,0.0,11160.0
2019-10-20,75,65.9,55,64,59.8,55,100,82.0,61,15,15,15,29.8,29.8,29.8,0.0,53067.0
2019-10-21,81,67.5,54,57,52.8,46,100,63.3,36,17,17,17,29.8,29.8,29.8,0.0,126485.0
2019-10-22,77,70.8,63,54,51.0,48,63,49.8,36,32,32,32,29.8,29.8,29.7,0.0,110166.0
2019-10-23,75,69.0,64,55,51.4,45,68,53.7,34,30,30,30,29.8,29.8,29.7,0.0,115942.0
2019-10-24,79,70.7,63,46,41.5,36,49,35.2,24,28,28,28,29.8,29.7,29.7,0.0,120542.0
2019-10-25,75,64.8,50,57,46.1,37,73,51.9,33,21,21,21,29.8,29.7,29.7,0.0,88610.0
2019-10-26,77,68.7,63,52,46.5,45,55,45.7,32,24,24,24,29.8,29.8,29.8,0.0,9397.0
2019-10-27,73,66.2,55,57,51.8,45,82,60.2,46,20,20,20,29.8,29.8,29.7,0.0,8840.0
2019-10-28,72,63.0,52,55,51.0,43,82,65.6,49,12,12,12,29.7,29.6,29.6,0.0,43321.0
2019-10-29,73,60.5,48,55,51.9,46,100,75.5,46,10,10,10,29.7,29.7,29.6,0.0,75703.0
2019-10-30,73,62.4,52,59,53.5,48,94,74.2,44,8,8,8,29.8,29.7,29.7,0.0,105550.0
2019-10-31,72,61.5,52,61,57.1,52,100,86.5,64,15,15,15,29.8,29.7,29.6,0.0,129697.0
2019-11-01,66,62.2,59,61,53.9,50,94,74.9,60,20,20,20,29.8,29.7,29.6,0.0,92391.0
2019-11-02,66,60.4,52,52,49.7,46,82,68.3,52,17,17,17,29.8,29.7,29.7,0.0,19724.0
2019-11-03,72,59.5,45,57,48.5,43,93,69.0,43,16,16,16,29.8,29.7,29.7,0.0,68302.0
2019-11-04,73,67.3,61,64,59.8,55,88,76.8,69,32,32,32,29.7,29.6,29.5,0.0,146477.0
2019-11-05,75,65.8,55,63,56.4,52,94,73.3,47,12,12,12,29.7,29.6,29.6,0.0,76085.0
2019-11-06,73,66.7,57,61,58.4,54,88,75.8,57,16,16,16,29.6,29.6,29.6,0.0,144528.0
2019-11-07,79,69.9,63,64,59.8,55,94,71.7,44,16,16,16,29.6,29.6,29.5,0.0,142167.0
2019-11-08,73,67.3,59,61,57.2,52,88,70.3,57,18,18,18,29.7,29.6,29.5,0.0,108976.0
2019-11-09,72,63.0,52,57,51.9,48,88,69.0,46,13,13,13,29.7,29.7,29.7,0.0,48512.0
2019-11-10,72,66.6,61,61,57.5,54,83,73.2,56,22,22,22,29.7,29.6,29.6,0.0,90350.0
2019-11-11,72,62.6,52,61,55.9,50,100,79.6,60,8,8,8,29.7,29.7,29.7,0.0,133152.0
2019-11-12,73,67.1,61,63,59.9,57,94,78.6,57,8,8,8,29.7,29.6,29.5,0.0,100648.0
2019-11-13,66,60.5,55,63,56.3,52,100,86.6,77,23,23,23,29.6,29.6,29.5,0.0,119235.0
2019-11-14,72,61.4,54,55,52.4,48,88,74.1,43,12,12,12,29.6,29.5,29.5,0.0,169720.0
2019-11-15,72,60.8,52,55,51.4,46,100,74.5,41,6,6,6,29.8,29.7,29.6,0.0,240288.0
2019-11-16,70,58.9,48,57,52.2,46,100,79.7,53,15,15,15,29.8,29.8,29.8,0.0,189985.0
2019-11-17,68,60.3,52,61,54.1,48,94,80.6,68,9,9,9,29.8,29.7,29.7,0.0,117761.0
2019-11-18,72,63.4,57,59,56.1,54,100,79.6,53,8,8,8,29.8,29.8,29.7,0.0,161125.0
2019-11-19,68,60.7,54,61,54.8,50,88,81.1,60,6,6,6,29.9,29.8,29.8,0.0,252889.0
2019-11-20,70,61.4,52,57,55.1,50,100,80.4,64,13,13,13,29.8,29.8,29.7,0.0,239139.0
2019-11-21,72,63.7,55,59,56.6,54,100,79.6,60,16,16,16,29.7,29.6,29.6,0.0,221879.0
2019-11-22,68,61.1,54,57,51.1,46,94,71.2,46,10,10,10,29.7,29.6,29.6,0.0,223339.0
2019-11-23,66,57.8,48,54,49.2,46,94,74.2,52,6,6,6,29.8,29.7,29.7,0.0,73819.0
2019-11-24,66,58.8,50,55,52.5,48,100,80.7,64,14,14,14,29.8,29.7,29.6,0.0,113277.0
2019-11-25,66,59.9,52,59,52.7,46,94,77.4,49,20,20,20,29.5,29.4,29.3,0.0,180411.0
2019-11-26,64,57.7,52,55,51.8,48,94,80.7,68,14,14,14,29.5,29.4,29.4,0.0,198153.0
2019-11-27,66,57.0,48,54,48.4,43,93,73.5,56,9,9,9,29.6,29.6,29.5,0.0,190573.0
2019-11-28,70,60.9,52,55,51.0,48,88,71.0,49,14,14,14,29.7,29.6,29.6,0.0,188471.0
2019-11-29,70,65.7,63,55,50.7,45,73,58.5,46,17,17,17,29.6,29.6,29.5,0.0,155066.0
2019-11-30,70,64.3,61,52,48.5,45,72,57.1,43,18,18,18,29.7,29.6,29.6,0.0,82177.0
