,Max,Avg,Min,Max.1,Avg.1,Min.1,Max.2,Avg.2,Min.2,Max.3,Avg.3,Min.3,Max.4,Avg.4,Min.4,Total,LAVRIO (PPC)
2018-12-06,52,48.2,46,45,39.1,36,81,70.7,62,20,20,20,29.8,29.8,29.7,0.0,12449536.0
2018-12-07,52,45.8,36,37,35.4,32,87,67.3,54,18,18,18,29.9,29.9,29.8,0.0,19628449.0
2018-12-08,59,44.9,28,43,35.9,27,100,73.1,48,14,14,14,29.8,29.7,29.6,0.0,13278775.0
2018-12-09,64,56.4,46,46,43.5,37,87,63.7,40,16,16,16,29.6,29.5,29.5,0.0,12633332.0
2018-12-10,63,55.5,48,48,40.6,32,77,57.8,36,18,18,18,29.5,29.4,29.3,0.0,22864253.0
2018-12-11,52,46.7,39,41,36.3,32,93,68.2,47,9,9,9,29.7,29.6,29.5,0.0,31671472.0
2018-12-12,54,44.9,39,39,32.1,28,93,62.9,41,8,8,8,29.8,29.8,29.7,0.0,29699763.0
2018-12-13,50,43.8,34,45,39.7,32,93,84.9,71,16,16,16,29.8,29.8,29.7,0.0,30478038.0
2018-12-14,59,51.7,43,52,47.7,41,100,85.8,72,7,7,7,29.8,29.7,29.7,0.0,30220754.0
2018-12-15,66,57.1,50,54,49.4,46,94,76.7,52,18,18,18,29.7,29.7,29.6,0.0,21967332.0
2018-12-16,61,53.9,46,52,47.9,45,100,80.5,72,12,12,12,29.6,29.5,29.5,0.0,21892840.0
2018-12-17,57,48.2,41,46,42.5,39,100,81.5,55,7,7,7,29.7,29.6,29.6,0.0,29188565.0
2018-12-18,54,49.8,46,48,43.3,39,94,78.7,66,18,18,18,29.7,29.6,29.6,0.0,24394566.0
2018-12-19,48,45.9,45,41,39.3,37,81,77.7,66,17,17,17,30.0,29.8,29.7,0.0,26510470.0
2018-12-20,52,46.7,37,41,38.9,36,93,74.6,66,13,13,13,30.0,30.0,29.9,0.0,30918462.0
2018-12-21,57,45.7,36,43,39.1,32,93,79.3,55,5,5,5,30.1,30.0,30.0,0.0,23552586.0
2018-12-22,61,50.0,37,46,42.2,36,100,76.3,52,13,13,13,30.0,29.9,29.8,0.0,8111585.0
2018-12-23,63,53.2,41,45,41.9,37,87,66.2,48,9,9,9,29.9,29.8,29.8,0.0,9677642.0
2018-12-24,63,51.5,37,50,43.4,34,93,75.5,55,16,16,16,29.9,29.8,29.6,0.0,154451.0
2018-12-25,59,48.9,43,50,41.4,36,88,75.5,66,20,20,20,29.8,29.7,29.6,0.0,153482.0
2018-12-26,46,42.4,39,36,31.3,25,81,65.5,49,22,22,22,29.9,29.9,29.8,0.0,337370.0
2018-12-27,50,44.9,37,36,30.0,27,71,56.4,43,16,16,16,29.9,29.9,29.8,0.0,14459032.0
2018-12-28,52,46.0,39,37,35.8,34,81,66.9,54,9,9,9,29.9,29.9,29.8,0.0,10368864.0
2018-12-29,59,45.6,32,39,34.1,28,93,67.6,39,17,17,17,29.8,29.8,29.8,0.0,4911073.0
2018-12-30,52,49.3,46,39,36.3,32,76,61.6,47,10,10,10,29.9,29.8,29.8,0.0,9597928.0
2018-12-31,50,46.5,41,43,39.8,37,87,77.8,66,21,21,21,29.8,29.7,29.6,0.0,17435521.0
2019-01-01,48,45.9,45,43,39.6,37,93,78.4,71,29,29,29,29.7,29.6,29.6,0.0,9299602.0
2019-01-02,48,44.5,32,37,34.3,30,93,67.2,57,21,21,21,29.6,29.6,29.5,0.0,16450575.0
2019-01-03,45,40.7,30,41,34.0,27,93,78.6,61,15,15,15,29.5,29.4,29.3,0.0,27671110.0
2019-01-04,46,40.8,32,37,33.4,28,93,75.5,65,13,13,13,29.7,29.7,29.5,0.0,29575296.0
2019-01-05,45,37.9,32,36,28.7,25,93,70.8,46,13,13,13,29.6,29.6,29.6,0.0,26510719.0
2019-01-06,48,40.6,34,27,21.6,12,65,49.0,25,12,12,12,29.6,29.6,29.5,0.0,22389991.0
2019-01-07,43,38.6,34,32,26.9,23,87,63.1,49,21,21,21,29.8,29.7,29.6,0.0,29878382.0
2019-01-08,41,34.8,25,30,25.5,21,93,70.3,49,16,16,16,29.8,29.8,29.7,0.0,33208069.0
2019-01-09,55,43.0,25,48,33.8,21,93,70.8,57,35,35,35,29.7,29.6,29.3,0.0,30849496.0
2019-01-10,61,55.7,52,48,45.0,41,82,68.3,51,32,32,32,29.5,29.4,29.4,0.0,28073917.0
2019-01-11,57,52.3,46,46,43.2,39,87,71.6,55,18,18,18,29.6,29.6,29.5,0.0,31262684.0
2019-01-12,48,45.8,43,46,39.8,34,100,80.1,62,18,18,18,29.6,29.5,29.4,0.0,32407512.0
2019-01-13,52,46.2,43,37,34.4,32,76,63.6,50,14,14,14,29.5,29.5,29.4,0.0,33055693.0
2019-01-14,54,46.7,39,41,37.6,36,87,72.5,51,12,12,12,29.4,29.3,29.2,0.0,29597190.0
2019-01-15,48,44.2,37,41,29.5,16,87,58.9,34,24,24,24,29.6,29.3,29.1,0.0,29774188.0
2019-01-16,52,42.3,36,30,22.3,18,81,47.0,30,21,21,21,29.8,29.7,29.6,0.0,32855599.0
2019-01-17,59,45.3,34,37,31.4,25,81,60.5,34,12,12,12,29.8,29.8,29.8,0.0,30557447.0
2019-01-18,59,48.0,37,45,37.9,32,87,69.4,48,12,12,12,29.8,29.8,29.7,0.0,27835814.0
2019-01-19,57,47.6,39,48,41.0,34,88,78.1,59,12,12,12,29.8,29.7,29.7,0.0,28443256.0
2019-01-20,61,51.3,41,46,43.4,37,93,75.4,52,16,16,16,29.7,29.7,29.6,0.0,29170999.0
2019-01-21,59,49.6,41,46,43.4,37,93,79.8,63,9,9,9,29.7,29.7,29.6,0.0,32198163.0
2019-01-22,61,51.3,41,50,44.9,39,93,80.0,63,21,21,21,29.7,29.6,29.5,0.0,26423105.0
2019-01-23,63,56.8,50,52,47.3,37,88,71.9,39,25,25,25,29.5,29.4,29.1,0.0,28703905.0
2019-01-24,59,52.8,48,45,42.5,34,87,68.9,39,21,21,21,29.2,29.1,29.1,0.0,25718472.0
2019-01-25,59,53.6,50,48,44.6,41,87,72.1,55,32,32,32,29.2,29.1,29.0,0.0,16823844.0
2019-01-26,55,51.8,45,45,43.5,39,87,73.3,54,16,16,16,29.3,29.1,29.0,0.0,29668946.0
2019-01-27,55,46.8,39,43,38.8,37,100,76.4,51,10,10,10,29.5,29.4,29.3,0.0,22472048.0
2019-01-28,59,49.5,36,48,41.5,34,93,75.3,51,20,20,20,29.5,29.4,29.4,0.0,19568610.0
2019-01-29,64,58.5,55,48,44.5,39,77,59.9,42,24,24,24,29.4,29.4,29.3,0.0,14275267.0
2019-01-30,59,52.9,48,46,43.1,41,87,69.5,51,20,20,20,29.4,29.3,29.2,0.0,15111052.0
2019-01-31,57,50.9,43,46,38.9,32,87,65.3,44,26,26,26,29.6,29.4,29.3,0.0,14977249.0
2019-02-01,61,53.4,46,45,39.9,36,82,61.1,48,16,16,16,29.8,29.7,29.6,0.0,14984893.0
2019-02-02,63,52.2,43,52,44.3,37,88,76.1,52,18,18,18,29.8,29.7,29.7,0.0,9399469.0
2019-02-03,64,57.3,50,54,50.3,46,88,78.2,59,14,14,14,29.8,29.7,29.7,0.0,135694.0
2019-02-04,63,56.8,52,52,49.9,48,88,78.6,63,9,9,9,29.8,29.7,29.7,0.0,7321527.0
2019-02-05,61,56.9,55,52,49.4,45,88,75.8,63,29,29,29,29.7,29.6,29.4,0.0,2287749.0
2019-02-06,54,50.2,46,50,44.8,41,94,81.6,71,26,26,26,29.6,29.5,29.4,0.0,16002945.0
2019-02-07,50,47.6,46,46,41.9,37,93,80.2,71,23,23,23,29.7,29.6,29.6,0.0,14075711.0
2019-02-08,50,46.6,43,39,36.5,34,81,68.6,58,17,17,17,29.8,29.7,29.7,0.0,16508302.0
2019-02-09,52,46.0,39,39,36.4,34,81,69.5,58,13,13,13,29.8,29.8,29.8,0.0,15032656.0
2019-02-10,55,45.2,36,43,37.0,32,87,74.4,54,8,8,8,29.9,29.8,29.8,0.0,14817188.0
2019-02-11,61,54.4,45,46,43.0,39,82,66.0,48,18,18,18,29.8,29.7,29.6,0.0,10642113.0
2019-02-12,61,55.0,50,50,44.1,37,87,67.8,45,28,28,28,29.7,29.6,29.4,0.0,14287802.0
2019-02-13,48,43.9,43,37,35.9,34,81,74.0,62,33,33,33,29.7,29.7,29.7,0.0,16473960.0
2019-02-14,50,45.6,43,37,32.3,25,81,61.9,40,37,37,37,29.8,29.8,29.7,0.0,13996423.0
2019-02-15,48,44.5,41,37,34.6,30,81,68.3,53,32,32,32,29.8,29.8,29.8,0.0,14848716.0
2019-02-16,46,44.4,43,37,35.7,34,81,71.5,62,29,29,29,30.0,29.9,29.8,0.0,14188804.0
2019-02-17,52,46.8,37,36,33.7,30,76,60.4,50,23,23,23,30.0,29.9,29.9,0.0,14320806.0
2019-02-18,59,46.6,32,43,35.3,28,87,67.3,41,13,13,13,29.9,29.9,29.9,0.0,20035635.0
2019-02-19,59,47.0,32,45,38.4,30,93,73.8,48,9,9,9,29.9,29.9,29.8,0.0,21726478.0
2019-02-20,61,49.3,36,48,41.7,34,94,76.2,55,7,7,7,29.8,29.8,29.8,0.0,16099738.0
2019-02-21,61,49.6,37,45,40.2,36,93,72.6,42,16,16,16,29.9,29.9,29.8,0.0,13477810.0
2019-02-22,61,49.0,34,46,40.1,32,93,74.1,39,13,13,13,29.9,29.7,29.6,0.0,14138423.0
2019-02-23,52,44.1,37,48,39.2,34,93,82.4,66,35,35,35,29.8,29.7,29.6,0.0,12019800.0
2019-02-24,39,38.1,37,34,32.0,28,87,78.0,65,35,35,35,30.0,29.9,29.8,0.0,2029586.0
2019-02-25,45,41.4,37,36,32.5,30,81,70.8,66,35,35,35,30.0,29.9,29.8,0.0,15908203.0
2019-02-26,57,48.3,43,36,33.5,30,76,57.5,36,29,29,29,29.8,29.7,29.6,0.0,13838155.0
2019-02-27,52,48.1,41,39,34.1,28,81,58.7,41,25,25,25,29.8,29.6,29.6,0.0,14267051.0
2019-02-28,55,47.6,37,39,33.0,28,81,58.4,38,17,17,17,29.8,29.8,29.6,0.0,14540921.0
2019-03-01,66,52.8,39,45,38.9,34,87,61.5,30,15,15,15,29.6,29.6,29.5,0.0,13734370.0
2019-03-02,66,56.0,48,48,42.5,37,82,62.2,37,12,12,12,29.5,29.4,29.4,0.0,8895246.0
2019-03-03,57,52.8,46,46,41.5,37,82,66.1,51,22,22,22,29.8,29.7,29.5,0.0,5216678.0
2019-03-04,57,48.5,37,39,35.8,32,81,62.9,38,9,9,9,29.8,29.7,29.7,0.0,1833126.0
2019-03-05,64,51.3,37,46,40.8,36,93,70.2,42,17,17,17,29.7,29.7,29.6,0.0,210569.0
2019-03-06,70,58.5,50,48,44.9,43,82,61.8,40,14,14,14,29.8,29.8,29.7,0.0,187218.0
2019-03-07,70,55.8,39,52,43.7,36,87,66.0,35,12,12,12,29.9,29.9,29.8,0.0,6392245.0
2019-03-08,70,56.5,45,50,45.6,34,93,69.8,27,14,14,14,29.9,29.8,29.8,0.0,8787770.0
2019-03-09,70,58.4,46,45,40.6,36,81,53.6,28,15,15,15,29.9,29.9,29.8,0.0,19787.0
2019-03-10,73,61.9,50,46,39.8,36,67,46.6,27,14,14,14,29.8,29.8,29.7,0.0,740.0
2019-03-11,72,63.0,54,46,40.9,36,55,44.9,33,22,22,22,29.7,29.6,29.5,0.0,2375.0
2019-03-12,63,58.8,55,52,47.6,43,77,67.0,48,26,26,26,29.5,29.4,29.3,0.0,7884.0
2019-03-13,54,48.3,46,46,40.1,36,87,73.3,62,30,30,30,29.7,29.5,29.3,0.0,169951.0
2019-03-14,57,49.0,37,48,39.3,32,88,70.0,51,10,10,10,29.6,29.6,29.4,0.0,14427770.0
2019-03-15,54,49.4,45,46,42.2,36,93,76.6,62,13,13,13,29.6,29.5,29.4,0.0,15949236.0
2019-03-16,64,52.5,37,43,36.4,32,87,57.1,32,17,17,17,29.7,29.7,29.6,0.0,8868930.0
2019-03-17,70,57.6,45,48,41.9,39,81,58.3,33,15,15,15,29.8,29.7,29.7,0.0,158647.0
2019-03-18,68,56.3,45,50,44.6,39,82,66.8,40,15,15,15,29.7,29.7,29.6,0.0,158628.0
2019-03-19,64,55.5,43,50,45.9,41,93,71.4,49,9,9,9,29.8,29.7,29.6,0.0,3767553.0
2019-03-20,63,55.9,45,50,47.0,43,93,73.0,59,21,21,21,29.9,29.8,29.7,0.0,167658.0
2019-03-21,59,55.7,52,50,40.7,36,77,57.3,51,35,35,35,29.9,29.9,29.8,0.0,77225.0
2019-03-22,59,54.8,52,41,37.3,32,62,52.1,44,29,29,29,30.0,29.9,29.9,0.0,6776.0
2019-03-23,61,56.4,50,43,37.9,36,62,50.4,42,33,33,33,29.9,29.8,29.7,0.0,3102162.0
2019-03-24,57,54.2,48,45,34.7,30,72,48.4,36,26,26,26,29.8,29.8,29.7,0.0,5539140.0
2019-03-25,63,54.2,39,43,30.9,25,67,43.4,26,17,17,17,29.8,29.6,29.5,0.0,134383.0
2019-03-26,66,54.8,43,48,42.7,37,87,65.8,37,15,15,15,29.6,29.5,29.5,0.0,139451.0
2019-03-27,61,53.8,45,46,43.9,41,93,69.7,52,24,24,24,29.8,29.8,29.6,0.0,72240.0
2019-03-28,55,53.5,50,45,40.7,34,76,62.4,50,28,28,28,29.8,29.8,29.7,0.0,23748.0
2019-03-29,55,50.7,48,37,33.9,28,66,52.8,41,35,35,35,29.8,29.7,29.7,0.0,8232.0
2019-03-30,54,50.2,46,36,31.4,28,62,49.1,41,43,43,43,29.8,29.7,29.6,0.0,6383.0
2019-03-31,61,53.9,48,36,31.9,27,58,44.3,29,37,37,37,29.6,29.6,29.6,0.0,80473.0
2019-04-01,63,56.1,46,41,36.7,32,71,49.5,34,23,23,23,29.6,29.6,29.6,0.0,106979.0
2019-04-02,64,57.8,50,45,38.9,34,62,49.7,39,23,23,23,29.7,29.6,29.6,0.0,3340255.0
2019-04-03,61,54.6,46,41,33.9,28,58,46.1,33,22,22,22,29.7,29.7,29.6,0.0,7370688.0
2019-04-04,61,52.5,41,43,37.5,30,87,57.8,42,20,20,20,29.7,29.7,29.6,0.0,17223124.0
2019-04-05,63,52.1,39,52,44.2,37,93,75.8,59,10,10,10,29.6,29.6,29.5,0.0,17100085.0
2019-04-06,57,55.6,54,55,52.5,48,94,88.6,72,32,32,32,29.5,29.4,29.3,0.0,5448825.0
2019-04-07,64,58.6,50,52,48.6,45,94,70.1,56,9,9,9,29.5,29.5,29.4,0.0,19627128.0
2019-04-08,59,55.2,52,54,50.3,46,94,83.8,72,10,10,10,29.5,29.4,29.2,0.0,26813633.0
2019-04-09,63,57.9,54,48,42.9,39,82,58.1,45,26,26,26,29.3,29.3,29.2,0.0,24068542.0
2019-04-10,68,61.1,57,50,46.7,41,72,59.7,48,21,21,21,29.5,29.4,29.3,0.0,31452540.0
2019-04-11,70,62.3,57,52,45.9,41,77,55.8,37,24,24,24,29.6,29.5,29.5,0.0,18657771.0
2019-04-12,66,58.9,52,55,51.5,48,94,76.6,63,9,9,9,29.6,29.6,29.6,0.0,10557686.0
2019-04-13,59,54.9,48,52,47.1,43,94,76.1,59,13,13,13,29.6,29.6,29.5,0.0,14323568.0
2019-04-14,64,54.7,43,52,47.5,41,93,77.6,59,14,14,14,29.6,29.5,29.5,0.0,18562368.0
2019-04-15,61,53.8,46,52,48.0,45,94,81.0,63,17,17,17,29.6,29.6,29.5,0.0,27257356.0
2019-04-16,61,54.4,46,50,42.4,39,94,65.8,48,30,30,30,29.7,29.7,29.6,0.0,15659821.0
2019-04-17,63,53.4,41,50,43.9,37,93,71.5,52,8,8,8,29.7,29.7,29.7,0.0,13658148.0
2019-04-18,63,54.3,43,46,43.2,41,93,67.5,48,17,17,17,29.9,29.8,29.7,0.0,9934013.0
2019-04-19,63,54.0,45,43,40.7,37,87,62.0,42,17,17,17,29.9,29.9,29.9,0.0,11604109.0
2019-04-20,59,52.7,45,46,41.2,37,82,65.4,51,20,20,20,30.0,29.9,29.8,0.0,14945396.0
2019-04-21,61,52.5,41,41,36.8,34,81,57.2,39,15,15,15,30.0,29.9,29.9,0.0,15170605.0
2019-04-22,66,53.7,37,45,36.9,27,93,58.1,26,10,10,10,29.9,29.8,29.8,0.0,15897033.0
2019-04-23,66,58.3,46,52,44.1,39,87,61.0,37,12,12,12,29.9,29.9,29.8,0.0,8957713.0
2019-04-24,66,59.0,52,54,50.6,46,94,74.5,56,10,10,10,30.0,29.9,29.8,0.0,12580009.0
2019-04-25,68,60.0,50,55,51.9,46,100,75.6,52,7,7,7,29.9,29.9,29.8,0.0,13104688.0
2019-04-26,75,64.1,54,55,53.9,48,94,71.2,47,10,10,10,29.8,29.8,29.7,0.0,9577391.0
2019-04-27,79,66.5,54,57,51.7,48,88,61.1,36,13,13,13,29.7,29.6,29.6,0.0,4054619.0
2019-04-28,73,64.7,54,57,53.4,48,88,68.0,50,10,10,10,29.6,29.6,29.6,0.0,3857812.0
2019-04-29,73,64.8,54,57,50.6,39,88,63.8,29,16,16,16,29.6,29.6,29.5,0.0,2313.0
2019-04-30,73,63.7,52,52,46.5,41,76,54.8,38,16,16,16,29.6,29.5,29.5,0.0,3590.0
2019-05-01,72,62.9,54,52,40.9,34,68,46.0,27,15,15,15,29.6,29.5,29.5,0.0,120502.0
2019-05-02,72,61.8,50,50,44.2,39,76,54.0,33,13,13,13,29.6,29.5,29.5,0.0,109650.0
2019-05-03,75,62.9,48,52,46.9,43,87,58.8,34,15,15,15,29.6,29.6,29.6,0.0,4597540.0
2019-05-04,63,59.7,54,55,50.1,45,82,71.4,52,13,13,13,29.6,29.5,29.5,0.0,9004081.0
2019-05-05,77,64.3,54,57,51.1,45,82,65.0,32,24,24,24,29.5,29.4,29.3,0.0,7769771.0
2019-05-06,73,64.1,54,55,47.1,34,88,57.4,27,25,25,25,29.4,29.4,29.4,0.0,5167739.0
2019-05-07,68,61.9,55,45,40.6,36,63,46.3,32,24,24,24,29.6,29.5,29.5,0.0,3211879.0
2019-05-08,64,57.8,48,46,44.8,43,87,63.5,45,9,9,9,29.7,29.7,29.6,0.0,9783325.0
2019-05-09,70,59.6,46,54,48.5,43,93,67.8,46,15,15,15,29.7,29.6,29.5,0.0,8101388.0
2019-05-10,75,66.7,59,55,49.4,36,88,55.5,34,13,13,13,29.6,29.5,29.5,0.0,9810395.0
2019-05-11,73,63.6,52,57,52.7,50,94,70.4,46,9,9,9,29.7,29.6,29.6,0.0,5492882.0
2019-05-12,77,64.7,50,59,51.1,46,94,64.8,34,15,15,15,29.7,29.7,29.6,0.0,76514.0
2019-05-13,73,64.1,55,55,50.8,45,82,63.5,38,14,14,14,29.6,29.6,29.6,0.0,127174.0
2019-05-14,72,63.5,52,57,53.7,48,94,72.0,53,13,13,13,29.6,29.5,29.5,0.0,62800.0
2019-05-15,72,63.0,54,57,52.1,48,88,68.2,46,14,14,14,29.5,29.5,29.5,0.0,13449757.0
2019-05-16,75,63.2,46,54,50.1,45,100,64.7,36,14,14,14,29.5,29.5,29.4,0.0,14981075.0
2019-05-17,73,62.7,50,57,52.9,46,94,71.8,50,10,10,10,29.5,29.5,29.4,0.0,15258296.0
2019-05-18,79,67.4,52,57,51.7,46,88,60.2,32,15,15,15,29.6,29.5,29.5,0.0,10381678.0
2019-05-19,79,68.8,59,54,50.0,45,77,53.5,30,18,18,18,29.6,29.5,29.5,0.0,2186.0
2019-05-20,75,67.7,61,61,54.0,50,88,62.6,44,9,9,9,29.6,29.5,29.5,0.0,661.0
2019-05-21,81,69.7,59,61,55.4,45,88,63.9,28,14,14,14,29.6,29.6,29.6,0.0,634.0
2019-05-22,77,67.6,52,55,48.1,36,94,53.4,22,8,8,8,29.7,29.6,29.6,0.0,1096.0
2019-05-23,79,69.7,63,57,52.4,45,82,55.7,30,10,10,10,29.6,29.5,29.5,0.0,251.0
2019-05-24,75,67.5,57,57,52.0,46,82,58.6,43,13,13,13,29.6,29.5,29.5,0.0,4784750.0
2019-05-25,79,70.2,59,55,52.0,48,77,53.7,36,13,13,13,29.7,29.6,29.6,0.0,7822739.0
2019-05-26,81,70.2,55,57,50.7,48,82,52.1,32,9,9,9,29.7,29.7,29.6,0.0,7534345.0
2019-05-27,82,68.6,55,59,52.5,45,88,58.6,26,18,18,18,29.7,29.6,29.6,0.0,11757740.0
2019-05-28,82,73.6,64,61,56.2,50,78,57.1,32,18,18,18,29.6,29.5,29.5,0.0,11518609.0
2019-05-29,84,72.5,63,57,51.4,43,77,49.9,23,17,17,17,29.7,29.6,29.5,0.0,11123011.0
2019-05-30,86,75.0,59,57,52.0,48,72,46.4,28,12,12,12,29.7,29.7,29.7,0.0,18602931.0
2019-05-31,88,73.8,57,57,52.4,46,82,50.1,25,13,13,13,29.7,29.6,29.6,0.0,24968547.0
2019-06-01,79,70.8,57,59,54.9,48,82,58.2,39,10,10,10,29.6,29.6,29.6,0.0,8984176.0
2019-06-02,81,70.6,59,59,53.0,45,88,56.8,32,17,17,17,29.6,29.6,29.6,0.0,136500.0
2019-06-03,79,71.1,61,50,46.4,45,59,42.4,32,15,15,15,29.6,29.6,29.6,0.0,523397.0
2019-06-04,77,70.8,63,57,51.8,46,68,51.4,41,17,17,17,29.6,29.6,29.6,0.0,14509669.0
2019-06-05,81,71.4,59,59,53.9,50,77,55.6,34,15,15,15,29.6,29.6,29.6,0.0,13025564.0
2019-06-06,82,71.8,57,61,55.3,50,82,57.8,37,10,10,10,29.7,29.7,29.6,0.0,13498011.0
2019-06-07,84,75.3,61,61,57.7,55,82,56.1,40,15,15,15,29.7,29.7,29.7,0.0,21289366.0
2019-06-08,90,77.8,61,61,56.3,54,82,51.3,29,17,17,17,29.7,29.7,29.7,0.0,20058321.0
2019-06-09,93,80.3,68,61,55.9,50,64,44.4,26,24,24,24,29.7,29.6,29.6,0.0,2153.0
2019-06-10,84,78.1,73,63,57.9,54,69,50.5,35,32,32,32,29.6,29.5,29.5,0.0,9468027.0
2019-06-11,84,76.4,70,64,59.7,57,83,57.3,42,18,18,18,29.6,29.5,29.5,0.0,32386469.0
2019-06-12,88,75.7,61,66,60.6,55,94,62.7,35,12,12,12,29.6,29.6,29.5,0.0,33727315.0
2019-06-13,90,77.8,64,63,59.7,55,88,56.8,33,18,18,18,29.7,29.6,29.6,0.0,30065434.0
2019-06-14,93,80.9,63,59,55.7,50,82,45.8,24,12,12,12,29.7,29.6,29.6,0.0,32653070.0
2019-06-15,91,82.3,72,63,57.5,52,61,44.2,27,23,23,23,29.6,29.6,29.5,0.0,20642163.0
2019-06-16,88,81.4,75,63,57.3,52,65,44.9,29,23,23,23,29.6,29.5,29.5,0.0,13181271.0
2019-06-17,91,81.7,70,59,52.8,41,60,38.6,22,16,16,16,29.6,29.5,29.5,0.0,12379477.0
2019-06-18,88,80.2,73,63,55.9,43,61,43.5,29,20,20,20,29.6,29.6,29.6,0.0,13664517.0
2019-06-19,86,76.0,66,68,61.0,55,88,61.0,39,15,15,15,29.6,29.6,29.5,0.0,15237024.0
2019-06-20,88,77.3,64,66,60.3,52,94,60.0,33,13,13,13,29.6,29.5,29.5,0.0,14583935.0
2019-06-21,91,79.7,66,64,60.5,52,88,55.1,29,10,10,10,29.6,29.6,29.6,0.0,13669708.0
2019-06-22,91,80.8,66,64,59.7,57,83,51.5,31,21,21,21,29.6,29.6,29.6,0.0,13670850.0
2019-06-23,95,83.7,68,61,56.6,54,68,41.3,25,12,12,12,29.6,29.6,29.6,0.0,13923597.0
2019-06-24,91,83.5,73,68,61.5,55,74,48.9,31,14,14,14,29.6,29.5,29.5,0.0,14693687.0
2019-06-25,88,82.1,73,68,62.5,59,78,52.2,40,32,32,32,29.6,29.6,29.5,0.0,8416215.0
2019-06-26,88,82.8,77,64,63.2,59,65,51.8,43,35,35,35,29.7,29.6,29.6,0.0,76634.0
2019-06-27,88,82.9,77,66,61.2,52,69,49.3,33,25,25,25,29.6,29.6,29.5,0.0,19437988.0
2019-06-28,93,84.8,75,57,54.5,50,53,36.2,26,24,24,24,29.5,29.5,29.4,0.0,19461051.0
2019-06-29,88,80.5,73,64,58.4,52,61,47.2,35,28,28,28,29.6,29.6,29.5,0.0,5229485.0
2019-06-30,84,77.5,72,59,50.2,46,61,39.4,28,28,28,28,29.7,29.7,29.6,0.0,287361.0
2019-07-01,86,79.1,72,55,51.9,48,57,39.9,29,30,30,30,29.7,29.7,29.6,0.0,25879013.0
2019-07-02,86,78.6,70,61,55.3,48,64,44.8,28,21,21,21,29.6,29.6,29.5,0.0,37647518.0
2019-07-03,90,78.5,61,61,54.4,50,77,46.0,29,10,10,10,29.6,29.5,29.5,0.0,34898726.0
2019-07-04,90,81.1,64,61,53.9,46,68,40.5,26,24,24,24,29.6,29.6,29.6,0.0,27981077.0
2019-07-05,91,84.4,73,61,56.2,48,65,38.9,31,20,20,20,29.6,29.6,29.5,0.0,32964512.0
2019-07-06,90,80.7,70,63,60.1,55,73,51.0,33,20,20,20,29.6,29.5,29.5,0.0,28971780.0
2019-07-07,93,82.8,68,61,55.2,52,68,41.0,24,13,13,13,29.6,29.5,29.5,0.0,25677898.0
2019-07-08,99,86.2,75,70,58.5,54,78,41.7,24,12,12,12,29.5,29.5,29.4,0.0,36895319.0
2019-07-09,95,83.6,70,68,61.5,57,83,50.6,28,10,10,10,29.6,29.5,29.5,0.0,32869174.0
2019-07-10,95,85.6,73,66,61.8,57,69,45.5,32,17,17,17,29.5,29.4,29.4,0.0,29466401.0
2019-07-11,82,75.1,68,68,62.1,55,78,64.6,48,29,29,29,29.6,29.4,29.3,0.0,19480709.0
2019-07-12,82,73.6,59,57,52.0,48,77,48.4,32,13,13,13,29.6,29.6,29.5,0.0,19982376.0
2019-07-13,84,75.5,64,64,57.6,54,73,54.8,39,13,13,13,29.6,29.5,29.4,0.0,18674549.0
2019-07-14,86,75.9,68,66,62.8,57,83,65.3,37,24,24,24,29.4,29.4,29.3,0.0,19382653.0
2019-07-15,81,74.2,66,64,61.9,57,88,66.2,45,13,13,13,29.5,29.5,29.4,0.0,34190193.0
2019-07-16,82,75.1,66,63,58.4,54,83,57.7,39,20,20,20,29.5,29.4,29.4,0.0,19664503.0
2019-07-17,82,76.3,70,61,55.8,50,73,50.2,34,28,28,28,29.5,29.4,29.4,0.0,12359752.0
2019-07-18,86,78.3,66,55,51.9,48,60,40.4,28,17,17,17,29.6,29.5,29.5,0.0,11368208.0
2019-07-19,88,78.0,63,55,49.1,39,72,38.6,18,22,22,22,29.6,29.6,29.6,0.0,20181151.0
2019-07-20,88,80.0,70,61,50.0,41,56,36.6,22,26,26,26,29.7,29.7,29.6,0.0,13216525.0
2019-07-21,90,83.0,75,52,47.9,43,44,30.1,21,25,25,25,29.7,29.7,29.7,0.0,8546733.0
2019-07-22,91,83.8,75,57,51.9,50,47,33.6,26,29,29,29,29.7,29.6,29.6,0.0,29125266.0
2019-07-23,91,84.5,75,66,50.7,45,53,32.4,20,28,28,28,29.6,29.6,29.5,0.0,33900296.0
2019-07-24,86,80.6,73,64,60.5,54,65,50.5,35,23,23,23,29.6,29.5,29.5,0.0,32003678.0
2019-07-25,86,79.7,73,63,54.0,45,65,42.6,29,24,24,24,29.7,29.6,29.6,0.0,31905793.0
2019-07-26,90,81.8,73,54,51.7,48,47,35.6,27,23,23,23,29.6,29.6,29.5,0.0,30908899.0
2019-07-27,91,81.5,68,57,52.0,48,53,36.8,27,21,21,21,29.5,29.4,29.4,0.0,24037358.0
2019-07-28,91,82.2,70,61,53.9,46,57,39.2,22,15,15,15,29.4,29.4,29.4,0.0,18955723.0
2019-07-29,93,84.0,73,68,58.2,52,62,42.8,27,14,14,14,29.4,29.3,29.3,0.0,22224843.0
